Gene1,Gene2,Error
LEO1,NDUFB1,0.05180192
CDC27,RPP30,0.05396229
AATF,MINOS1,0.055219036
PPP2R1A,SNRPG,0.05615014
SLC35A1,TAF1A,0.056973528
ANKZF1,ARL2,0.057212323
SNIP1,ZNRD1,0.057592683
REXO2,SNAPC1,0.057886116
CEP192,RPS28,0.05806802
MRPL19,SLC7A6OS,0.05818378
CDC40,MRPL46,0.058613136
CIRH1A,GNL2,0.05904737
ANKZF1,RPL36A,0.060040362
WDR61,WDR7,0.060520887
MRPL50,PPAT,0.061904233
EIF4G1,EIF6,0.06265148
COX16,RPF2,0.0631804
HUS1,WDR61,0.06526375
DHX37,POLR3B,0.065601915
NAA25,NDUFB1,0.06614397
PPP2R1A,TAF2,0.06671053
DNTTIP2,NCBP1,0.06708944
CENPM,MBTPS2,0.06765264
MED23,TIMELESS,0.070058525
LEO1,RTF1,0.071024
FDPS,PPP2R1A,0.07337123
EIF5B,NOL8,0.07410741
MRPL27,POLD1,0.07452053
TRMT5,ZMAT5,0.076499365
ACTR10,PDRG1,0.07650991
ADAT2,SEC22B,0.07777631
ANAPC13,PPP2R1A,0.078320086
MRPS28,POLR3B,0.07842888
GFI1B,PELO,0.078457
LEO1,SDHC,0.07863939
BTF3,MCM4,0.079701915
LEO1,PNN,0.07997507
DLST,MED28,0.08068298
LEO1,MAX,0.08218908
GPN3,LEO1,0.083011806
DHX37,TSEN2,0.08449788
KDM1A,LEO1,0.086823225
MRPL43,MRPS18B,0.087384716
COG3,RPS28,0.08805325
POLD1,USE1,0.0882757
NIP7,SLC7A1,0.08874279
LEO1,PSMC6,0.089135766
PAFAH1B1,ZNF574,0.089981556
CDK1,LEO1,0.09049809
CARS2,MRPS9,0.09070074
FAM98B,HSCB,0.09147463
ANAPC13,MBTPS2,0.092115045
DDX18,NCAPD2,0.09320601
KIF14,PPP2R1A,0.09410876
COPS5,PPP2R1A,0.094275355
PPP2R1A,UBA3,0.09573573
ATP5A1,DHX37,0.09576632
PELO,RPL36A,0.09698367
PELO,PSMD1,0.09707749
EIF4G1,MRPL15,0.10299518
CENPK,WDR61,0.1032604
SSB,TIMELESS,0.10476577
HUS1,METAP2,0.105446994
BTF3,DLST,0.10587365
CENPK,VPS72,0.1058833
HUS1,TRA2B,0.10663241
LARS,LEO1,0.10693586
RPF2,SRFBP1,0.10719648
TOMM22,TRNAU1AP,0.10800605
NUP43,ZNRD1,0.10851246
ARL2,KIAA1731,0.10898572
GNL2,ZNF830,0.1091335
PPP2R1A,PSMD6,0.10926765
PDSS2,RINT1,0.10971374
SEC22B,WDR61,0.11075741
KCTD10,MRPS5,0.11091685
KARS,LEO1,0.11216289
CARS2,NSMCE4A,0.11310289
EMC1,MBTPS2,0.113589585
CAPZB,IARS,0.1155689
EIF3H,SKA3,0.11584723
MTHFD2,TRRAP,0.11624967
LEO1,NAMPT,0.116717815
NUP85,PPP2R1A,0.117265046
CACTIN,TIMELESS,0.11728227
CIRH1A,XRN2,0.11840552
CACTIN,HUS1,0.11842096
NDUFB1,TUBGCP5,0.11914635
KIAA1731,PAFAH1B1,0.120016694
SCO1,SNRPB,0.12022118
ATP6V1G1,WDR7,0.1207065
CKAP5,NUDC,0.12094474
NAA50,TIMELESS,0.12258619
LEO1,PSMB7,0.12324095
BUB3,PHF5A,0.12338463
NFYC,POLR2B,0.12434842
NUP43,TIMELESS,0.124458134
COQ2,NFE2L1,0.12467348
NUP54,TIMELESS,0.12472421
MRPS21,TSEN2,0.12655315
PAXBP1,PWP1,0.1286336
AURKA,TAF1A,0.12884831
NUDC,NUP43,0.12932563
EIF3H,NOC2L,0.12958816
CCNK,EXOSC9,0.13038936
NDUFB1,PGK1,0.13064319
COX7C,NSMCE1,0.13126439
AURKA,TCOF1,0.13303238
KIAA1731,SEC22B,0.13461745
MRP63,PHF5A,0.13504921
PAFAH1B1,RPL36A,0.13571435
INTS3,XRN2,0.13705117
COG3,NUDC,0.13739115
DYNC1H1,MRPL42,0.13797417
MRPL22,PSMD12,0.1380691
CDC27,PPCS,0.13822685
MARS,PPP2R1A,0.13839138
ERH,ZNF574,0.13863915
COPS4,INTS5,0.13979077
SKA3,TAZ,0.14234877
HUS1,SDHC,0.14389747
RAD51,RPL27,0.1444897
NSMCE4A,ZNHIT6,0.14459905
CHMP2A,NUDC,0.14515322
PNISR,POLN,0.1473201
INTS5,SLC39A9,0.14747363
INTS5,NCAPD2,0.1474958
KIF14,PELO,0.14878905
GNL3L,KIAA1731,0.15010434
CHMP2A,PELO,0.15039349
DHX37,VPS29,0.15677828
PELO,RPLP1,0.15699285
SCYL1,VPS4A,0.15710545
SKIV2L2,TAF1,0.15764669
MRPL39,PSMB7,0.15834814
PELO,UBA3,0.15836686
INTS5,SNRPD3,0.15959495
PELO,PNN,0.1596455
FAM98B,MED24,0.1602237
HUS1,POLE2,0.16036189
NUP54,WDR61,0.16056043
COX16,LIAS,0.16107771
NOLC1,XRN2,0.16249877
MED23,NDUFB2,0.16255373
ARL2,CEP63,0.16258895
PHF5A,ZCCHC9,0.1626205
MRPS5,TAF2,0.16275269
MRPS5,MTOR,0.16291714
TAF2,UBA2,0.16586637
MRPS35,TOMM22,0.16758898
MED14,PSMD1,0.16812885
RPL27,TCOF1,0.16906488
MED23,VPS29,0.16921067
POLR2K,SYVN1,0.17070435
CENPM,TAF2,0.17153037
LONP1,WDR61,0.1715383
GINS4,MED23,0.17322004
ARIH1,ZNF574,0.17406964
COPS4,NSMCE4A,0.1745924
IARS,USMG5,0.17462075
SKA3,SRSF7,0.17530376
CDK1,PELO,0.1754821
MED28,RPL23,0.17581947
NOL8,USMG5,0.1767651
MBTPS2,RPL30,0.17823184
CAPZB,GTF2H1,0.17868932
ACTR10,EIF3M,0.18086384
ARL2,ZMAT5,0.18104178
BOD1L1,SCYL1,0.18289185
BOD1L1,CENPM,0.18303412
ASNA1,RFC5,0.18370827
NDUFB1,TAZ,0.1837523
C9orf114,EMG1,0.18378793
EIF3C,PSMD1,0.18438709
PELO,POLN,0.18465626
SAP18,SKA3,0.1851756
ATXN10,NOL8,0.18602695
CENPM,MFAP1,0.18768471
GTF2H1,RPL27,0.1878065
ARL2,CDC23,0.18815094
DCAF7,DDX46,0.18903571
RBM17,TIMELESS,0.18951803
LEO1,SLC7A6OS,0.18995976
CDCA8,UBA2,0.18997514
DYNC1H1,NFYC,0.19058885
CDC26,SNRPD3,0.19102874
CEP63,SGOL1,0.19107401
MRPS35,NDUFA9,0.19166754
HUS1,RAD51,0.19220567
PFAS,UMPS,0.19235805
EMC1,MED23,0.19322985
AURKA,UBA2,0.19345462
MRPS5,VPS29,0.19378138
PPCS,TCOF1,0.19490862
POLN,QARS,0.19512792
DCAF7,TIMELESS,0.19594938
MFAP1,PITRM1,0.19661182
COX7C,NCAPD2,0.19714336
ATP5F1,SNRPC,0.19892234
CARS,XRN2,0.20181543
ANAPC13,SGOL1,0.20247567
CARS2,PGK1,0.20398784
TIMELESS,WDR77,0.20490181
ATP5J2,FAM50A,0.20542222
MRPL33,PGK1,0.20766884
RPL36A,SRSF7,0.21093869
BOD1L1,MCM3AP,0.21160787
RPL8,VPS72,0.21223237
EIF3H,SNRPD3,0.21247452
HUS1,MCM4,0.2128101
ARL2,RPLP1,0.21347266
KCTD10,MRPL36,0.21453238
MRPL22,SRP19,0.21475369
ATP6AP1,MRPS28,0.21482141
NUP54,SGOL1,0.21514654
GTPBP4,TRA2B,0.21857843
MRPL22,PSMC1,0.21859759
COX7C,SSB,0.21974947
COG3,SCYL1,0.21983594
PWP1,TCOF1,0.2199474
MRPL22,PSMD6,0.22002023
LUC7L3,POLD3,0.22011344
BNIP1,SSB,0.22195667
CENPK,COPS5,0.22247362
MRPS30,PDCD7,0.22286956
ANAPC13,TIPIN,0.22287494
NOP58,SKIV2L,0.22333242
DCAF7,ZNF574,0.22343773
PAFAH1B1,RPL28,0.22354269
MRPL50,TIMELESS,0.22389692
CSTF3,EIF3D,0.22426593
FAM98B,MAX,0.22450274
MASTL,TCOF1,0.22473079
ATP5J2,CMAS,0.2263541
KCTD10,MRPS21,0.22757095
CENPW,SGOL1,0.22853512
FIP1L1,TIPIN,0.22876936
ADPRM,PSMD4,0.22889204
NUBP1,WDR36,0.22922367
LIAS,TCOF1,0.23064631
PSMD1,XPO1,0.23073012
GFI1B,MRPL36,0.23194617
FAM98B,INTS5,0.23207474
ANAPC13,GNL3L,0.23346555
CKAP5,METAP2,0.2338342
ARL2,CEP192,0.23605412
NEMF,PAFAH1B1,0.23606056
TTI2,WDR70,0.23918761
COPE,SCYL1,0.23919678
ARL2,RPL23,0.23973978
PRIM2,UBA2,0.24024737
EMC4,MED23,0.240489
INTS5,MASTL,0.24083024
MED23,PPCS,0.2434904
GTF2H4,MINOS1-NBL1,0.2436961
RBM25,UBA3,0.2441863
QARS,WDR61,0.24592334
POLE2,UBA2,0.24670982
HSCB,MINOS1-NBL1,0.24671885
CENPK,PPWD1,0.24840367
BTF3,SDHC,0.24905232
OPA1,POLE,0.24963118
NUP43,TRA2B,0.2497865
GINS4,METAP2,0.2502091
CDCA8,DLST,0.25028113
EIF4G1,MRPL22,0.2513851
MRPL10,PGK1,0.2518502
NDUFB4,POLN,0.25195396
PPIE,ZNF511,0.25197122
KIAA1731,LUC7L3,0.25342977
CAMLG,FIP1L1,0.25432843
PPWD1,RAD51,0.25471488
ATP1A1,LUC7L3,0.25656927
FAM208A,NOP58,0.2573948
EIF6,XRN2,0.2583236
IMPDH2,PAXBP1,0.2596064
GFI1B,RRM1,0.2607813
COA3,FAM208A,0.26164037
CEP63,NAA50,0.2630087
BUB3,COPS2,0.2633909
CCNK,MED23,0.26351088
ROMO1,TAZ,0.2646712
MZT1,SSB,0.2691812
GTF2H4,RNGTT,0.27010858
EMC2,FDPS,0.27253264
TAZ,TIMM23B,0.27296853
ATP6AP1,MRPS21,0.2744102
GFI1B,SNRPB,0.27654445
PAXBP1,RPL24,0.27916285
MRPS11,RINT1,0.28123793
SSBP1,TAZ,0.28210807
CIT,MFAP1,0.28216773
COPE,LUC7L3,0.28247732
MCM3,PDCD7,0.28371963
MED14,USE1,0.28437716
HUS1,POLD1,0.285362
COX6C,MTBP,0.28540444
AURKA,POLR3B,0.28559706
PMPCB,RBM17,0.2863037
RPL28,ZNF830,0.28665572
RPL36A,SLC7A1,0.28734595
DYNC1H1,RPL24,0.28929025
ATXN10,RNGTT,0.28994617
INTS3,SSB,0.29314232
KIAA1731,PWP1,0.29477543
ATP5A1,PRIM2,0.29538694
FAM50A,PET112,0.2980693
ACTR10,ANAPC13,0.29857624
GTF2H4,MRPS10,0.29902732
DONSON,GNL3L,0.29910594
ATP1A1,MRPS11,0.30106747
BUB3,CENPM,0.3013898
MTOR,NDUFA9,0.30204856
POLA1,RPL36A,0.30341434
PSMD6,TAF2,0.30356956
GINS4,NUP54,0.3042233
EIF3H,RPL13,0.30442053
MRPL36,TAZ,0.3044747
MED24,ZNF598,0.30553347
ATP5F1,MAX,0.30703363
AFG3L2,NDUFA8,0.3071177
NUTF2,QARS,0.30752113
EXOSC6,MRPL22,0.3092125
MRPL36,POLD3,0.3093112
DONSON,TRA2B,0.3098926
CEP192,GNL3L,0.31013918
SRSF7,YTHDC1,0.31160313
POLE2,SSB,0.31223863
NDUFA8,PSMC6,0.31505448
MRPS10,PMPCB,0.31607518
NDUFA8,PSMC1,0.31659788
MINOS1-NBL1,VPS29,0.3171013
FIP1L1,GOLT1B,0.3172434
PTTG1,RPL32,0.3173234
COQ2,MRPS10,0.31793988
NFYC,ZMAT5,0.31839
ATXN10,REXO2,0.3207927
MED1,PPCS,0.32090884
EMC6,FDPS,0.32284564
NCBP1,ZNF574,0.32451582
CTNNBL1,MRPL13,0.32472235
POLD3,SLC35A1,0.3249075
PSMD4,SSBP1,0.32706165
NDUFA9,PDSS2,0.33150843
MASTL,SGOL1,0.3327191
OPA1,RNGTT,0.33315724
SGOL1,TBC1D31,0.33352476
CMAS,VPS29,0.33358204
NEMF,PSMD4,0.33464026
EMC1,FDPS,0.33494544
BUB3,NUTF2,0.33537695
KIF14,SRSF7,0.3355261
EMC7,FDPS,0.33623135
INTS5,NCBP1,0.3430199
CAMLG,KIF14,0.34325337
INTS3,MTERFD1,0.3454677
PPWD1,SDHC,0.34558243
COX7C,PGK1,0.34589428
EXOSC2,RPL35,0.3513838
MRPS28,PDCD7,0.35171783
CLSPN,HUS1,0.35313618
CDC73,LEO1,0.35531288
GTF2H1,PMPCB,0.37811035
AURKA,EMC1,0.38048714
GNL3L,METTL17,0.38326544
ARIH1,ZCCHC9,0.3866504
ROMO1,SSBP1,0.39083135
EMC7,MRPS14,0.39213282
MED1,RRM1,0.3942574
PSMC1,TIMM9,0.39669928
ATP6AP1,EMC7,0.40147108
ATP5F1,EMC2,0.4018381
ACTR10,COPS2,0.40333217
ABCB7,TAF2,0.41053492
GTF2E1,NDUFB4,0.4108143
CDK12,MED1,0.41111922
MRPL36,NUTF2,0.4122413
FDPS,SKIV2L,0.41501993
CIRH1A,SRFBP1,0.4168927
PPWD1,SRSF7,0.41700262
MED14,RBBP8,0.41714388
ASCC3,USE1,0.42629766
KIF14,TIMM9,0.42645288
CDC16,METTL17,0.44668677
NFYC,NUP54,0.4475106
MED23,POLD1,0.455548
SEH1L,VPS29,0.4555831
CEP63,MASTL,0.45820618
MED22,RPL35,0.4582196
MED17,NEMF,0.4634453
OPA1,TIMM23B,0.4831494
FDPS,RRM1,0.4868856
BNIP1,POLN,0.48862112
EIF4G1,MFAP1,0.501637
CYB5B,OPA1,0.509104
LEO1,NAT10,0.51680326
NSMCE1,PMPCB,0.5182641
KCTD10,MRPL46,0.5256921
CEP152,COPE,0.52831393
LIAS,ZWINT,0.5307064
MED17,PDSS2,0.5320566
MFAP1,TBC1D31,0.5398184
NUP85,TRA2B,0.54068804
NUTF2,ZNF598,0.54400027
NUP54,TUBGCP3,0.5511254
CCNK,SGOL1,0.5656236
CTNNBL1,MRPS14,0.5741776
AURKA,RPL23,0.57466453
CAPZB,TAF2,0.5770097
BUB1B,XPO1,0.5773132
NUBP1,ORAOV1,0.5822774
ASCC3,SRP19,0.5839619
ANAPC13,CDC27,0.58897376
CKAP5,MPHOSPH6,0.5920902
QARS,TRA2B,0.5931212
EMC6,ERH,0.59343463
ATP6AP1,SYVN1,0.6006504
CHMP2A,CYB5B,0.6010358
CDC23,MINOS1-NBL1,0.6020996
GTF2H4,TUBGCP4,0.60306835
MRPL32,PSMD12,0.6030701
EIF4G1,MCM3AP,0.6052758
RPL32,ZWINT,0.6131816
DDX46,PSMD4,0.6222876
PGK1,RPS18,0.6349843
CEP63,COX16,0.6379249
Ltn1,SAP18,0.6493574
ICT1,MTOR,0.6523257
FAM98B,SSB,0.6529026
ATP6AP1,GEMIN4,0.65509915
PPP2R1A,RFC4,0.65543395
PSMB6,PSPH,0.65555096
TUBGCP5,XRN2,0.6556349
GTF2H4,ICT1,0.66538453
NOL8,RPL36A,0.6699502
COPE,RPL23,0.6703632
CCDC84,ZMAT5,0.6709646
GEMIN2,MRPS11,0.6711378
Ltn1,PMF1,0.6760475
GINS4,MRPL19,0.67869174
MTERFD1,PSMD1,0.6838633
MFAP1,NDUFB4,0.68466735
MCM3AP,MRPL36,0.68536997
MRPL24,TIMELESS,0.68788016
ATP5F1,SCYL1,0.68805015
BOD1L1,PRIM2,0.6890721
STXBP4,TIMELESS,0.6895313
ATP6AP1,EMC4,0.69124484
CCDC84,GEMIN2,0.69263744
MRPL13,SSB,0.6940769
MED22,ZNF830,0.69761944
SMNDC1,YTHDC1,0.698238
MED24,PET112,0.69987166
RPL10,TIPIN,0.7003372
GFI1B,NOL8,0.7088469
DCAF7,GFI1B,0.7119046
MRPL15,PSMD4,0.7138077
HUS1,RFC4,0.7158346
DONSON,MTOR,0.71671003
METAP2,WDR70,0.717224
EIF3C,MRPS14,0.718225
EIF6,PSMD1,0.7197505
CKAP5,FIP1L1,0.72305125
CEP63,RPL35,0.7240671
SAP18,SLC35A1,0.7257353
COG3,NOL8,0.7261367
PNN,PSMD12,0.72693646
COX6C,MRPS11,0.72733647
COX6C,TTI2,0.72848046
MRPL46,PSMD1,0.7299795
AFG3L2,VPS4A,0.7300375
APOOL,OPA1,0.73212886
Ltn1,POLE,0.7324376
BTF3,CMAS,0.7336137
NDUFB1,USE1,0.7347267
NUP43,NUP85,0.73614234
KCTD10,QARS,0.73831546
CDK12,MTBP,0.73929125
SGOL1,USE1,0.74001074
MED24,NDUFA9,0.7403201
CDC26,TCOF1,0.7418152
NDUFB4,RPL36A,0.7502451
CHMP2A,PTTG1,0.7527355
PTCD1,TIPIN,0.7546425
MAPKAP1,MRPS27,0.75535554
GTF2H1,RAD51,0.755542
EXOSC2,PSPH,0.75641
EMC7,PSMB6,0.7571032
MFAP1,SF3B1,0.7591181
METAP2,SLC39A9,0.75933504
ASNA1,CDK12,0.76270187
EMC4,EMC7,0.7660029
KIAA1731,PSMC6,0.76706773
INTS5,LARS,0.76845974
ATP6AP1,GTF3C3,0.7695695
MAX,MRPS5,0.77118456
SCYL1,TIMM23B,0.7760284
RPL35,RPL36A,0.77827036
CIT,SCO1,0.78151023
MRPS21,PSMC1,0.78457665
ATP6V1G1,UBA2,0.7873117
MED14,MFAP1,0.79077995
DHODH,MTOR,0.79169255
PSMC1,SKA3,0.79807234
MED22,VPS72,0.79928845
LARS,NUDC,0.8025773
SKA3,UBA3,0.80355424
MED14,TAZ,0.8042025
PGK1,XPO1,0.8042604
EMC4,PELO,0.80499303
EXOSC9,MED23,0.8067153
ANAPC13,CCNK,0.8098192
SCYL1,TRPM7,0.81246585
MRPL10,NUDC,0.8175773
ANAPC13,CDC26,0.8176099
EXOSC4,RPL10,0.8196394
EXOSC4,MPHOSPH6,0.82511455
FAM208A,RPS28,0.8320492
MTHFD2,RAE1,0.8345453
IMPDH2,ZNF574,0.844041
NEMF,RPL30,0.8468244
EIF2B5,USMG5,0.8473276
EMC6,TIMELESS,0.8496187
MRPS25,PSMD1,0.8541415
SCYL1,SNRPG,0.8575634
ATP5J2,PPP2R1A,0.8595869
EMC4,MAT2A,0.86463666
FAM50A,MTPAP,0.8730268
DARS,GTF3C3,0.87739444
EIF3H,EIF4A1,0.88075995
ELP4,MBTPS2,0.894094
MAPKAP1,MED23,0.8977203
AARS2,PSMB6,0.89788157
LUC7L3,TRNAU1AP,0.90783554
IMPDH2,PPP2R1A,0.9079892
AATF,MCM3AP,0.9170607
LEO1,POLD3,0.924745
RFC4,UBA2,0.9250845
NAA25,TAF2,0.94211745
SFXN1,XPO1,0.94375014
MED14,RPTOR,0.94816834
NDUFA8,RPTOR,0.9527014
FARSA,TRMT5,0.9564476
PSMC2,TAF2,0.9707525
HYPK,MFAP1,0.98675364
