Gene1,Gene2,Error
ANKZF1,CEP152,0.07194827
PELO,RPL36A,0.072105825
CDK1,LEO1,0.0732823
KDM1A,LEO1,0.07372177
GTF2H4,RBM22,0.07485993
MRPL50,PPAT,0.07511637
PPP2R1A,PSMD6,0.07617909
KIF14,PPP2R1A,0.07727116
COPS5,PPP2R1A,0.08086681
COG3,RPS28,0.08259755
ARL2,KIAA1731,0.08482957
SLC35A1,TAF1A,0.084908135
MRPS28,POLR3B,0.09009735
EIF3H,SKA3,0.09122223
NUP85,PPP2R1A,0.091762364
GPN3,LEO1,0.092092276
SKIV2L2,TAF1,0.092200615
SNIP1,ZNRD1,0.093874715
COG3,NUDC,0.09615064
PAFAH1B1,ZNF574,0.09630191
ATP6V1G1,WDR7,0.09639317
RAD51,RPL27,0.09652049
SCO1,SNRPB,0.09693991
COX16,RPF2,0.098045014
SEC22B,WDR61,0.0990181
CENPK,WDR61,0.099802315
LARS,LEO1,0.10123074
SSB,TIMELESS,0.10202825
KARS,LEO1,0.10268378
CENPK,VPS72,0.10307801
KIAA1731,SEC22B,0.10396689
LEO1,PSMB7,0.1044212
PELO,RPLP1,0.105082154
ANAPC13,MBTPS2,0.10591346
EIF4G1,MRPL15,0.10602878
CDC27,PPCS,0.10663405
PELO,UBA3,0.106836915
PDSS2,RINT1,0.10753827
HUS1,METAP2,0.109166384
NUDC,NUP43,0.109474
NAA50,TIMELESS,0.109496
CAPZB,IARS,0.11110261
LEO1,NAMPT,0.11191225
NUP54,TIMELESS,0.113099456
KIAA1731,PAFAH1B1,0.11319435
ARIH1,ZNF574,0.1132409
CIRH1A,XRN2,0.11368734
PELO,PNN,0.114224434
CKAP5,NUDC,0.11509925
MARS,PPP2R1A,0.116927266
ACTR10,EIF3M,0.11722049
FAM98B,HSCB,0.11748486
HUS1,TRA2B,0.11843115
NUP43,TIMELESS,0.1191234
GINS4,MED23,0.11944455
BTF3,MCM4,0.119789615
MED23,NDUFB2,0.12010783
COX7C,NSMCE1,0.12098013
CHMP2A,PELO,0.12440628
CHMP2A,NUDC,0.12642306
DLST,MED28,0.12735784
BUB3,PHF5A,0.12757736
SKA3,TAZ,0.12808925
KCTD10,MRPS5,0.12844646
KIF14,PELO,0.12891561
MRPS35,NDUFA9,0.13040338
ERH,ZNF574,0.13055164
GNL3L,KIAA1731,0.13427174
DHX37,VPS29,0.13453388
NUP54,WDR61,0.13578522
ATP5J2,FAM50A,0.13664794
CDK1,PELO,0.14029706
PELO,POLN,0.14064771
MRPL39,PSMB7,0.14086089
CACTIN,TIMELESS,0.14109123
MRP63,PHF5A,0.14123452
INTS5,NCAPD2,0.14227581
INTS3,XRN2,0.14312404
TOMM22,TRNAU1AP,0.14339803
MED23,VPS29,0.14548683
INTS5,SNRPD3,0.14562857
AURKA,TCOF1,0.1456787
INTS5,SLC39A9,0.14639747
EMC1,MBTPS2,0.14717346
MRPL22,PSMD12,0.14813244
NFYC,POLR2B,0.14913046
NDUFB1,PGK1,0.15152639
MRPS5,MTOR,0.15236408
MED14,PSMD1,0.15336275
LEO1,NAT10,0.15407443
TTI2,WDR70,0.15519294
DYNC1H1,RPL24,0.15529287
PAFAH1B1,RPL36A,0.15574265
COPS4,INTS5,0.1559977
PNISR,POLN,0.15660466
AURKA,TAF1A,0.15781295
HUS1,SDHC,0.15860528
TAF2,UBA2,0.15860838
CENPM,TAF2,0.15958554
EEF1G,SGOL1,0.16250823
RPL8,VPS72,0.16455674
CENPM,MFAP1,0.16556174
CACTIN,HUS1,0.16663969
ARL2,RPLP1,0.16742611
MRPS5,TAF2,0.16769189
EIF3H,SNRPD3,0.16829848
PSMD1,XPO1,0.16893542
MCM3,PDCD7,0.1719156
ARL2,ZMAT5,0.1739595
ATP5F1,SNRPC,0.17487481
POLN,QARS,0.176201
ASNA1,RFC5,0.17691946
C9orf114,EMG1,0.17816767
SCYL1,VPS4A,0.17945516
IARS,USMG5,0.18007265
DCAF7,DDX46,0.18084179
PMPCB,RBM17,0.18195926
GFI1B,MRPL36,0.18307781
GTPBP4,TRA2B,0.18332265
ARL2,CEP63,0.18352127
AURKA,UBA2,0.18412101
COG3,SCYL1,0.1847148
SKA3,SRSF7,0.18509942
EMC1,MED23,0.18656278
KIAA1731,LUC7L3,0.1877613
EIF3C,PSMD1,0.18776608
MED23,PPCS,0.18825191
CDCA8,UBA2,0.188658
EMC4,MED23,0.18988943
FAM98B,MAX,0.19063501
NOLC1,XRN2,0.19065058
SAP18,SKA3,0.19236565
ARL2,RPL23,0.19378829
BTF3,DLST,0.1950971
CARS,XRN2,0.19512868
GTF2H1,RPL27,0.19526069
KCTD10,MRPL36,0.19647992
COX7C,NCAPD2,0.19727936
DCAF7,TIMELESS,0.19737017
HUS1,POLE2,0.19788688
FAM98B,MED24,0.19876961
RBM17,TIMELESS,0.19912517
TIMELESS,WDR77,0.20217347
PAFAH1B1,RPL28,0.20343786
DYNC1H1,NFYC,0.20394707
ARL2,CDC23,0.20533568
COX7C,SSB,0.2071702
PPCS,TCOF1,0.20813513
RPF2,SRFBP1,0.20881826
ANAPC13,SGOL1,0.20965165
PHF5A,ZCCHC9,0.21035421
NUP43,ZNRD1,0.21073842
NDUFB1,TAZ,0.21084356
BOD1L1,CENPM,0.21180087
GINS4,METAP2,0.21189988
MRPS5,VPS29,0.21268338
CAPZB,GTF2H1,0.21416736
PPWD1,RAD51,0.21422718
NUP54,SGOL1,0.21446949
RPL28,ZNF830,0.21688372
LONP1,WDR61,0.21714175
POLR2K,SYVN1,0.21763787
ATP5F1,MAX,0.21770072
NOL8,USMG5,0.2188633
LIAS,TCOF1,0.22042596
DCAF7,ZNF574,0.2204836
MRPL22,SRP19,0.22104639
BOD1L1,SCYL1,0.22158313
ANAPC13,TIPIN,0.22254992
EIF3H,NOC2L,0.223264
MRPL22,PSMD6,0.22376126
RPL36A,SRSF7,0.22456574
CENPW,SGOL1,0.22521603
MFAP1,PITRM1,0.22804087
HUS1,RAD51,0.22868538
PRIM2,UBA2,0.22890246
MRPL50,TIMELESS,0.22898543
PWP1,TCOF1,0.23003733
RPL27,TCOF1,0.23018527
MRPL33,PGK1,0.2310155
CARS2,PGK1,0.23131293
LEO1,SLC7A6OS,0.23299724
CDC73,LEO1,0.23316598
CCNK,MED23,0.23320454
ARL2,CEP192,0.2335
GINS4,NUP54,0.2342009
QARS,WDR61,0.23574793
COPE,SCYL1,0.2393803
NOP58,SKIV2L,0.23956232
ANAPC13,GNL3L,0.23958749
CCNK,EXOSC9,0.2401511
DYNC1H1,MRPL42,0.24020863
PPIE,ZNF511,0.24029472
FIP1L1,TIPIN,0.24129885
CEP63,MASTL,0.24141335
PSMC1,TIMM9,0.24151216
KIAA1731,PWP1,0.24246216
FAM98B,INTS5,0.24262512
COX16,LIAS,0.24368906
MRPL22,PSMC1,0.244057
INTS5,MASTL,0.24535805
CKAP5,METAP2,0.24932611
CEP63,SGOL1,0.25001287
MRPL36,TAZ,0.25098282
GFI1B,SNRPB,0.2520849
MASTL,TCOF1,0.2521106
NDUFB4,POLN,0.2536111
BNIP1,SSB,0.25424463
FAM208A,NOP58,0.25451857
NDUFA9,PDSS2,0.2545317
CENPK,COPS5,0.25625575
TAZ,TIMM23B,0.25695515
GTF2H4,RNGTT,0.25712985
NUP43,TRA2B,0.25847232
BOD1L1,MCM3AP,0.2590857
COA3,FAM208A,0.25933248
GTF2H4,MINOS1-NBL1,0.2597192
MRPL10,PGK1,0.26026696
GFI1B,RRM1,0.26043516
HUS1,MCM4,0.26226807
ATP5J2,CMAS,0.2643204
ATXN10,NOL8,0.26494488
CDCA8,DLST,0.26628545
CIT,MFAP1,0.26645786
SSBP1,TAZ,0.26879567
CDK12,MED1,0.2705434
ROMO1,TAZ,0.27240556
MBTPS2,RPL30,0.27459198
PTTG1,RPL32,0.2765993
CENPK,PPWD1,0.27712005
POLE2,UBA2,0.27741504
PSMD6,TAF2,0.28595912
INTS3,MTERFD1,0.2864949
MRPS10,PMPCB,0.28658977
MTOR,NDUFA9,0.28775316
MED14,USE1,0.28965682
MZT1,SSB,0.29088628
EIF4G1,MRPL22,0.29179686
COX6C,MTBP,0.29317528
CMAS,VPS29,0.29484284
PAXBP1,PWP1,0.29492256
EXOSC2,RPL35,0.29522204
BUB3,CENPM,0.2963661
CSTF3,EIF3D,0.2989259
PFAS,UMPS,0.29925892
GTF2H4,MRPS10,0.30059946
NCBP1,ZNF574,0.30196345
ATP1A1,MRPS11,0.30286056
EMC6,FDPS,0.30327803
EMC2,FDPS,0.30406076
PSMD4,SSBP1,0.30482203
MED24,ZNF598,0.30577743
FAM50A,PET112,0.30773675
MRPS30,PDCD7,0.30808383
NEMF,PAFAH1B1,0.30898893
BUB3,COPS2,0.31031066
DONSON,GNL3L,0.31129074
RPL36A,SLC7A1,0.31292373
PAXBP1,RPL24,0.31459
MRPS11,RINT1,0.31554264
KCTD10,MRPS21,0.31702864
ANKZF1,RPL36A,0.3183866
ATP5F1,EMC2,0.31943607
OPA1,POLE,0.31955624
INTS3,SSB,0.32000887
CDC26,TCOF1,0.32211527
ATXN10,REXO2,0.32289723
MED14,RBBP8,0.32304
CAMLG,FIP1L1,0.3244081
DONSON,TRA2B,0.32442617
ATP6AP1,MRPS21,0.32787222
CTNNBL1,MRPL13,0.32806993
CIRH1A,SRFBP1,0.32876176
ATP6AP1,EMC7,0.3290078
ABCB7,TAF2,0.32959765
ACTR10,ANAPC13,0.33032465
NDUFA8,PSMC6,0.33167005
INTS5,NCBP1,0.33297688
KIF14,TIMM9,0.33311448
HSCB,MINOS1-NBL1,0.3335262
MED22,RPL35,0.33417624
CEP192,GNL3L,0.33649892
CAMLG,KIF14,0.3371606
ATP6AP1,EMC4,0.33880383
BTF3,CMAS,0.3397066
STXBP4,TIMELESS,0.3399834
GTF2H1,PMPCB,0.34153622
GNL3L,METTL17,0.34192455
EIF6,XRN2,0.3426602
MINOS1-NBL1,VPS29,0.3437761
NEMF,PSMD4,0.3441834
CEP63,COX16,0.34607577
AFG3L2,NDUFA8,0.34660906
ASCC3,SRP19,0.34687126
NFYC,NUP54,0.34709334
ATP5A1,PRIM2,0.3507006
RBM25,UBA3,0.35090357
NUBP1,ORAOV1,0.3517077
NDUFA8,PSMC1,0.3520059
MED17,PDSS2,0.3521011
CEP63,NAA50,0.3541968
POLA1,RPL36A,0.3551982
SRSF7,YTHDC1,0.35608494
EMC1,FDPS,0.35682386
FIP1L1,GOLT1B,0.3572001
KIF14,SRSF7,0.35729676
ANKZF1,ARL2,0.3579226
NUP85,TRA2B,0.3586682
LIAS,ZWINT,0.3591994
ATP6AP1,MRPS28,0.3598073
SEH1L,VPS29,0.36107534
COX7C,PGK1,0.36338735
ASCC3,USE1,0.36701858
AURKA,POLR3B,0.36736062
CAPZB,TAF2,0.37157106
EXOSC6,MRPL22,0.37178499
CTNNBL1,MRPS14,0.37568474
ROMO1,SSBP1,0.3780011
COQ2,MRPS10,0.3833307
GTF2E1,NDUFB4,0.38514638
MASTL,SGOL1,0.38802606
NSMCE1,PMPCB,0.39004576
EMC7,FDPS,0.39018792
POLE2,SSB,0.39154267
SGOL1,TBC1D31,0.40281546
CYB5B,OPA1,0.40405253
MRPS28,PDCD7,0.40435952
BNIP1,POLN,0.40620548
IMPDH2,PAXBP1,0.4064719
ACTR10,COPS2,0.40865338
FDPS,RRM1,0.41107756
COPE,RPL23,0.4135474
HUS1,RFC4,0.41733646
COG3,NOL8,0.41872126
Ltn1,SAP18,0.41925186
MED28,RPL23,0.4201949
NUTF2,ZNF598,0.42585552
ATXN10,RNGTT,0.42641082
AURKA,EMC1,0.43126428
PPWD1,SDHC,0.43183255
CHMP2A,CYB5B,0.44032782
TUBGCP5,XRN2,0.4444722
OPA1,RNGTT,0.44723234
COPE,LUC7L3,0.449568
CCDC84,ZMAT5,0.45212573
NUTF2,QARS,0.45236507
NFYC,ZMAT5,0.45706344
MED1,PPCS,0.45935658
OPA1,TIMM23B,0.45964438
EIF4G1,MFAP1,0.4610393
ADPRM,PSMD4,0.47002313
PPWD1,SRSF7,0.47316915
BTF3,SDHC,0.47929174
CEP152,COPE,0.48386255
EMC7,MRPS14,0.49199426
MED24,PET112,0.5162895
POLD3,SLC35A1,0.51794994
LUC7L3,POLD3,0.5304543
QARS,TRA2B,0.5315131
FDPS,SKIV2L,0.5329082
CDC23,MINOS1-NBL1,0.534094
ANAPC13,CDC27,0.538223
CDC16,METTL17,0.54364103
MFAP1,TBC1D31,0.5494933
MRPL15,PSMD4,0.5509149
MED17,NEMF,0.55728996
NUP43,NUP85,0.5576569
FAM98B,SSB,0.5584668
ATP1A1,LUC7L3,0.56095403
ATP6AP1,GTF3C3,0.5750527
Ltn1,POLE,0.5765406
BUB3,NUTF2,0.58621794
SAP18,SLC35A1,0.5887983
MED1,RRM1,0.5890505
CKAP5,MPHOSPH6,0.58986855
SCYL1,TRPM7,0.59757435
CCNK,SGOL1,0.6009175
DDX46,PSMD4,0.60995746
EIF4G1,MCM3AP,0.60995936
CCDC84,GEMIN2,0.6157398
NUP54,TUBGCP3,0.6213741
ATP6AP1,SYVN1,0.6248901
RPL32,ZWINT,0.6254055
EXOSC2,PSPH,0.62896395
ATP5F1,SCYL1,0.6331204
EIF3H,RPL13,0.63869756
MRPL36,POLD3,0.6426559
GEMIN2,MRPS11,0.6432109
MRPL24,TIMELESS,0.6447036
GTF2H4,ICT1,0.6499688
ICT1,MTOR,0.65289426
GTF2H4,TUBGCP4,0.6552772
MED24,NDUFA9,0.6580696
EMC4,EMC7,0.6589906
AURKA,RPL23,0.6640374
BOD1L1,PRIM2,0.6644162
MRPL13,SSB,0.6657302
EMC6,ERH,0.6677443
MRPL32,PSMD12,0.6708143
CEP63,RPL35,0.6708739
APOOL,OPA1,0.67193246
ANAPC13,CCNK,0.67247486
SMNDC1,YTHDC1,0.6728652
MFAP1,NDUFB4,0.6736344
NDUFB1,USE1,0.6779358
PSMB6,PSPH,0.679655
ARIH1,ZCCHC9,0.6800696
AFG3L2,VPS4A,0.68049043
EMC7,PSMB6,0.6810502
Ltn1,PMF1,0.68111974
CKAP5,FIP1L1,0.68174565
EXOSC4,MPHOSPH6,0.690228
EIF3C,MRPS14,0.6911931
MTERFD1,PSMD1,0.6912558
NOL8,RPL36A,0.6914915
ASNA1,CDK12,0.6958495
MFAP1,SF3B1,0.70122766
RPL10,TIPIN,0.70706475
BUB1B,XPO1,0.7081066
GINS4,MRPL19,0.7095403
MED23,POLD1,0.71011937
AARS2,PSMB6,0.7102133
PGK1,RPS18,0.7109661
METAP2,WDR70,0.71123403
MED22,ZNF830,0.71210086
MRPL36,NUTF2,0.7122406
KCTD10,QARS,0.71447873
CDK12,MTBP,0.7150672
ATP6AP1,GEMIN4,0.715569
COX6C,MRPS11,0.7160841
EXOSC4,RPL10,0.71964365
DONSON,MTOR,0.71986526
LUC7L3,TRNAU1AP,0.7227568
DCAF7,GFI1B,0.72406846
HUS1,POLD1,0.7269249
SGOL1,USE1,0.72865975
NDUFB4,RPL36A,0.7318855
GFI1B,NOL8,0.7347229
RFC4,UBA2,0.73673546
MAX,MRPS5,0.73950034
MCM3AP,MRPL36,0.73961633
EMC4,MAT2A,0.74391216
CIT,SCO1,0.74781775
METAP2,SLC39A9,0.7479322
INTS5,LARS,0.748252
GTF2H1,RAD51,0.75251454
PNN,PSMD12,0.76156116
SCYL1,TIMM23B,0.7638193
DHODH,MTOR,0.7675864
PTCD1,TIPIN,0.7678827
EIF6,PSMD1,0.7763089
PSMC1,SKA3,0.7770635
RPL35,RPL36A,0.78455764
CHMP2A,PTTG1,0.7917657
MED14,MFAP1,0.7969771
LARS,NUDC,0.7988718
CLSPN,HUS1,0.79907316
KIAA1731,PSMC6,0.8091837
MED14,TAZ,0.8103837
MRPS21,PSMC1,0.8178755
MRPL10,NUDC,0.8194195
MED22,VPS72,0.8248625
COX6C,TTI2,0.82793283
ATP6V1G1,UBA2,0.8301623
EXOSC9,MED23,0.8330962
PPP2R1A,RFC4,0.8334531
SKA3,UBA3,0.8351536
KCTD10,MRPL46,0.8449481
PGK1,XPO1,0.84600943
EMC4,PELO,0.84938216
IMPDH2,ZNF574,0.8511979
FAM208A,RPS28,0.8601424
SCYL1,SNRPG,0.86061263
DARS,GTF3C3,0.8660032
EMC6,TIMELESS,0.86652297
ATP5J2,PPP2R1A,0.87926424
MRPL46,PSMD1,0.89145654
EIF2B5,USMG5,0.90048516
ELP4,MBTPS2,0.90640384
MAPKAP1,MED23,0.91685396
MED14,RPTOR,0.9221829
IMPDH2,PPP2R1A,0.9256397
MAPKAP1,MRPS27,0.9309992
FAM50A,MTPAP,0.93432397
LEO1,POLD3,0.9399103
AATF,MCM3AP,0.94144803
ANAPC13,CDC26,0.94179827
MTHFD2,RAE1,0.9448671
NEMF,RPL30,0.9458621
NDUFA8,RPTOR,0.95088553
HYPK,MFAP1,0.9582868
SFXN1,XPO1,0.9667265
PSMC2,TAF2,0.9671667
MRPS25,PSMD1,0.96823484
EIF3H,EIF4A1,0.98369795
NAA25,TAF2,0.9940376
FARSA,TRMT5,0.9970982
