Gene1,Gene2,Error
CARS2,NSMCE4A,0.022116713
NFYC,NOL9,0.022738187
NIP7,SLC7A1,0.023342071
TRMT5,ZMAT5,0.024511678
COX7C,NCAPD2,0.025345856
MRPS21,NAMPT,0.025499878
NUBP1,WDR36,0.025813302
LEO1,VPS72,0.026169956
COX5A,TGIF2,0.02684265
GTF2H4,RBM22,0.027069978
CARS,SNAPC1,0.028693812
NAT10,RPTOR,0.029426182
MRPS28,NCBP1,0.029451055
CIRH1A,GNL2,0.03039775
CCDC84,EFR3A,0.031005012
DNTTIP2,NCBP1,0.032600813
KCTD10,PPP2R1A,0.033039033
MRPL18,PRIM2,0.0335249
REXO2,SNAPC1,0.034029845
DLST,MED28,0.034803446
COQ2,NFE2L1,0.03490479
LEO1,PSMD1,0.03580469
DHX37,TSEN2,0.03595899
LEO1,NDUFB1,0.036188543
MBTPS2,NUDC,0.036453247
EIF4G1,EIF6,0.03858605
NDUFA2,ZNRD1,0.038716424
DNA2,NOC2L,0.04176556
HYPK,RAD51,0.042068392
CDC26,SNRPD3,0.043189008
MRPL50,PPAT,0.044518508
CDC73,SSB,0.044711187
DCTN4,POLR2K,0.04536784
HUS1,WDR61,0.046063125
NSMCE4A,ZNHIT6,0.04610756
ATP5A1,DHX37,0.046699617
EIF5B,NOL8,0.048410974
BTF3,DLST,0.048685316
PPP2R1A,SNRPG,0.048773885
WDR61,WDR7,0.05095023
PPP2R1A,TAF2,0.05199498
SCO1,SNRPB,0.052796166
ANAPC13,PPP2R1A,0.053341925
FDPS,PPP2R1A,0.053534687
TUBGCP5,XRN2,0.055766493
KIF14,PPP2R1A,0.056696653
LEO1,RTF1,0.057669103
GFI1B,PELO,0.058318198
GNL2,ZNF830,0.060561173
CCNK,EXOSC9,0.060609646
PAFAH1B1,ZNF574,0.060732305
LEO1,PNN,0.06116891
LEO1,SDHC,0.062396824
EIF4G1,MRPL15,0.06434057
SLC35A1,TAF1A,0.065264404
COPS5,PPP2R1A,0.065396845
ACTR10,PDRG1,0.0669723
LEO1,MAX,0.06704211
MED23,TIMELESS,0.06824821
PPP2R1A,UBA3,0.0683887
DHX37,VPS29,0.06878798
PELO,RPL36A,0.06929946
GTPBP4,TRA2B,0.06959091
CENPM,MBTPS2,0.07186431
PTCD3,TRA2B,0.07247409
CDK1,LEO1,0.072654605
PPP2R1A,PSMD6,0.07353777
SEC22B,WDR61,0.07400799
LEO1,PSMC6,0.074341714
NAT10,SKIV2L,0.075062156
KDM1A,LEO1,0.07549143
SNIP1,ZNRD1,0.076827146
PELO,PSMD1,0.07707405
TOMM22,TRNAU1AP,0.07722866
RPL8,VPS72,0.07724446
MRPL43,MRPS18B,0.07809074
BTF3,MCM4,0.079208545
MZT1,NAT10,0.08202793
NUP85,PPP2R1A,0.082696855
COX16,RPF2,0.08307696
LARS,LEO1,0.08465147
GPN3,LEO1,0.085032165
CENPK,WDR61,0.08549917
DDX18,NCAPD2,0.0855253
ARL2,KIAA1731,0.086515784
CAPZB,IARS,0.08784591
AURKA,TAF1A,0.08828223
PNISR,POLN,0.08916211
KIAA1731,PAFAH1B1,0.09084052
KARS,LEO1,0.091103554
CDC27,PPCS,0.093218565
MRPS28,POLR3B,0.09331758
MRPS21,TSEN2,0.093559206
KIAA1731,SEC22B,0.09505516
HUS1,TRA2B,0.0960542
MRPL39,PSMB7,0.097011596
DCAF7,DDX46,0.09757482
RPF2,SRFBP1,0.09894618
BUB3,PHF5A,0.09897533
MARS,PPP2R1A,0.099329054
CIRH1A,XRN2,0.10019618
AATF,MINOS1,0.10039642
CKAP5,NUDC,0.10166144
KCTD10,MRPS5,0.10267317
ERH,ZNF574,0.10364002
CENPK,VPS72,0.10429978
ANAPC13,MBTPS2,0.10578543
EIF3H,SKA3,0.105858624
HUS1,METAP2,0.105899036
LEO1,NAMPT,0.10628712
PAFAH1B1,RPL36A,0.10839504
AURKA,TCOF1,0.108765066
MCM3,PDCD7,0.10890134
SSB,TIMELESS,0.10909927
NUDC,NUP43,0.1092217
LEO1,PSMB7,0.11173648
KIF14,PELO,0.11295426
MRPL22,PSMD12,0.11334628
ARIH1,ZNF574,0.11390519
NUP54,WDR61,0.1155895
ASNA1,RFC5,0.1192266
CHMP2A,NUDC,0.11931771
PDSS2,RINT1,0.11978515
CACTIN,HUS1,0.121258676
COG3,NUDC,0.12242335
GNL3L,KIAA1731,0.12283242
CDCA8,DLST,0.1229075
NUP54,TIMELESS,0.12341666
NDUFB1,PGK1,0.12368983
CHMP2A,PELO,0.124931395
MRPS35,TOMM22,0.12568562
LEO1,NAT10,0.1262086
MRP63,PHF5A,0.12632838
PELO,PNN,0.12695622
HUS1,SDHC,0.12865853
NUP43,TIMELESS,0.1295253
NAA50,TIMELESS,0.13038021
PELO,UBA3,0.13064772
IARS,USMG5,0.13065325
NOLC1,XRN2,0.13076454
MED23,NDUFB2,0.13081884
PELO,RPLP1,0.13245684
INTS5,NCAPD2,0.13318962
MRPS5,MTOR,0.13535035
CACTIN,TIMELESS,0.13921499
EMC1,MBTPS2,0.13986671
RAD51,RPL27,0.1415178
NOL8,USMG5,0.14237241
ATXN10,NOL8,0.14247678
ATP6V1G1,WDR7,0.14265841
MRPS5,TAF2,0.14325094
DYNC1H1,RPL24,0.1443599
INTS3,XRN2,0.14484733
SAP18,SKA3,0.14622426
NUP43,ZNRD1,0.14777794
MED14,PSMD1,0.14988476
SKA3,TAZ,0.15125799
MED23,VPS29,0.1512996
PELO,POLN,0.15139759
GINS4,MED23,0.1519857
MRPS35,NDUFA9,0.15231562
BUB3,COPS2,0.1529146
ARL2,CDC23,0.15380651
INTS5,SLC39A9,0.15436894
CENPM,MFAP1,0.1552934
CDK1,PELO,0.15591472
MRPS5,VPS29,0.15625173
INTS5,SNRPD3,0.15680718
DYNC1H1,MRPL42,0.15863809
ACTR10,EIF3M,0.15894295
EIF3H,NOC2L,0.1608173
PPCS,TCOF1,0.16328937
COPS4,INTS5,0.16465873
ARL2,CEP63,0.16728961
MRPL22,SRP19,0.1683864
NFYC,POLR2B,0.16841757
POLN,QARS,0.16896991
PAXBP1,PWP1,0.16945113
COX16,LIAS,0.1696884
CENPW,SGOL1,0.169734
ATXN10,REXO2,0.17196798
NDUFB1,TAZ,0.17217737
SCYL1,VPS4A,0.17358679
PPIE,ZNF511,0.17836773
ANAPC13,SGOL1,0.17869091
TAF2,UBA2,0.17871004
HUS1,POLE2,0.17908233
ATP5J2,FAM50A,0.17951904
FAM98B,HSCB,0.18016152
DCAF7,ZNF574,0.18027085
NUP54,SGOL1,0.18059081
KIAA1731,LUC7L3,0.18086469
HUS1,RAD51,0.1816588
LIAS,TCOF1,0.18208134
CDC73,LEO1,0.18270802
FAM98B,MED24,0.18384515
CARS,XRN2,0.18463886
MRPL22,PSMD6,0.18464625
C9orf114,EMG1,0.18482102
CENPM,TAF2,0.18578577
ARL2,ZMAT5,0.18694454
MASTL,TCOF1,0.18768477
MRPS30,PDCD7,0.188044
PAFAH1B1,RPL28,0.18841726
AURKA,UBA2,0.18908203
EIF3H,RPL13,0.18927988
FAM98B,INTS5,0.18980587
PMPCB,RBM17,0.19016376
HUS1,MCM4,0.19307745
ARL2,RPLP1,0.19354546
CEP152,COPE,0.19425815
CEP63,SGOL1,0.19486845
MRPL22,PSMC1,0.19507271
GFI1B,MRPL36,0.19684476
BOD1L1,CENPM,0.19685888
RPL35,RPTOR,0.19696638
MED28,RPL23,0.1991885
EMC1,MED23,0.20011503
RPL27,TCOF1,0.20454878
ATP5F1,SNRPC,0.20554605
QARS,WDR61,0.20563501
SKIV2L2,TAF1,0.2058251
MFAP1,PITRM1,0.20624346
EIF3C,PSMD1,0.20701903
ATXN10,RNGTT,0.2072484
ATP6AP1,MRPS21,0.2078294
COA3,FAM208A,0.20805967
CENPK,COPS5,0.20843422
NDUFA9,PDSS2,0.20868823
INTS3,MTERFD1,0.21109556
SKA3,SRSF7,0.21151489
EIF3H,SNRPD3,0.2120049
ANAPC13,TIPIN,0.21228641
DCAF7,TIMELESS,0.21317565
PPWD1,RAD51,0.21412429
GTF2H1,RPL27,0.21822987
NDUFB4,POLN,0.2185854
RPL36A,SRSF7,0.21861428
CSTF3,EIF3D,0.21880913
KCTD10,MRPL36,0.21906173
NEMF,PAFAH1B1,0.21977097
MED23,PPCS,0.21999872
CDCA8,UBA2,0.22055423
GTF2H4,MINOS1-NBL1,0.22245145
MBTPS2,RPL30,0.22396463
ANAPC13,GNL3L,0.22449762
PSMC1,TIMM9,0.2245315
FIP1L1,TIPIN,0.22455919
RBM17,TIMELESS,0.22475588
EMC4,MED23,0.22604495
GFI1B,RRM1,0.22698367
PRIM2,UBA2,0.2269963
POLR2K,SYVN1,0.22708498
CCNK,SGOL1,0.2274003
BOD1L1,SCYL1,0.228468
CARS2,PGK1,0.22848445
ATP5F1,MAX,0.22970551
INTS5,MASTL,0.22984749
NUP43,TRA2B,0.23082495
CAPZB,GTF2H1,0.2312071
RBM25,UBA3,0.23191693
AURKA,POLR3B,0.23240736
PWP1,TCOF1,0.23341888
ARL2,CEP192,0.23403597
CIT,MFAP1,0.23485845
ADAT2,SEC22B,0.23596175
FAM208A,NOP58,0.2363339
RPL28,ZNF830,0.23644972
EIF4G1,MRPL22,0.23699337
PSMD1,XPO1,0.23717165
MRPL33,PGK1,0.23852277
LEO1,SLC7A6OS,0.24366069
ROMO1,TAZ,0.24591565
EIF6,XRN2,0.24703759
COPE,LUC7L3,0.24792987
ACTR10,ANAPC13,0.24960846
ATP1A1,MRPS11,0.25141257
ARL2,RPL23,0.25165516
GTF2H4,RNGTT,0.25171965
CKAP5,METAP2,0.25248802
BOD1L1,MCM3AP,0.25335616
MED14,USE1,0.25666374
COG3,SCYL1,0.2569328
TIMELESS,WDR77,0.25968802
GINS4,NUP54,0.26148915
NOP58,SKIV2L,0.2616009
CEP63,NAA50,0.26966327
EXOSC6,MRPL22,0.2719276
BNIP1,SSB,0.27332795
TAZ,TIMM23B,0.27357572
GTF2H4,MRPS10,0.27383
PFAS,UMPS,0.27394196
NSMCE1,PMPCB,0.27396908
GINS4,METAP2,0.2743671
CEP63,COX16,0.2756499
MZT1,SSB,0.2785064
MRPL10,PGK1,0.27947593
PSMD6,TAF2,0.2810145
COX6C,MTBP,0.28107494
POLE2,UBA2,0.281596
MINOS1-NBL1,VPS29,0.2817788
POLA1,RPL36A,0.28236705
MRPL36,TAZ,0.282493
PSMD4,SSBP1,0.28455305
Ltn1,SAP18,0.2850681
CEP63,MASTL,0.28552443
CAMLG,KIF14,0.2857027
SSBP1,TAZ,0.2858414
PPWD1,SDHC,0.28684676
KCTD10,MRPS21,0.28685522
DONSON,GNL3L,0.28691274
GFI1B,SNRPB,0.28821105
GNL3L,METTL17,0.28950202
NEMF,PSMD4,0.29033244
FAM98B,MAX,0.29068336
PTTG1,RPL32,0.29077852
BNIP1,POLN,0.29231894
ATP5J2,CMAS,0.29320005
EXOSC2,RPL35,0.29401302
CENPK,PPWD1,0.29501933
MRPS11,RINT1,0.29579702
CEP192,GNL3L,0.29649442
EMC2,FDPS,0.2968685
CCNK,MED23,0.29753143
SEH1L,VPS29,0.2994725
DYNC1H1,NFYC,0.3018982
CAMLG,FIP1L1,0.30197716
AFG3L2,NDUFA8,0.30384064
MRPL50,TIMELESS,0.3040185
CMAS,VPS29,0.30761623
MASTL,SGOL1,0.3082072
DONSON,TRA2B,0.30822223
NFYC,NUP54,0.30885303
FAM50A,PET112,0.31378192
GEMIN2,MRPS11,0.31596678
NDUFA8,PSMC1,0.31622767
EMC7,FDPS,0.31632006
CTNNBL1,MRPS14,0.31759298
NCBP1,ZNF574,0.31806785
TTI2,WDR70,0.31833854
ATP5F1,EMC2,0.31840482
ACTR10,COPS2,0.32042378
INTS3,SSB,0.32065815
FIP1L1,GOLT1B,0.32183897
NDUFA8,PSMC6,0.32196903
BUB3,CENPM,0.32239866
POLE2,SSB,0.32331008
FAM98B,SSB,0.32395172
MED14,RBBP8,0.32413065
KIAA1731,PWP1,0.3247679
ASCC3,SRP19,0.32603568
MED24,ZNF598,0.32646462
EMC7,MRPS14,0.33273953
KIF14,SRSF7,0.3331104
COPE,SCYL1,0.3341031
AURKA,EMC1,0.3360961
CDC26,TCOF1,0.3365448
EMC6,FDPS,0.33788812
EIF3H,EIF4A1,0.3387844
BTF3,SDHC,0.3393328
OPA1,POLE,0.34219438
MRPS10,PMPCB,0.3426673
CYB5B,OPA1,0.3446136
SRSF7,YTHDC1,0.34580016
ROMO1,SSBP1,0.34611207
EMC1,FDPS,0.34684289
CTNNBL1,MRPL13,0.34745672
INTS5,NCBP1,0.35135508
NUBP1,ORAOV1,0.35351115
POLD3,SLC35A1,0.353726
CCDC84,ZMAT5,0.35431004
ATP6AP1,EMC7,0.3562075
ABCB7,TAF2,0.3605832
MTOR,NDUFA9,0.3621506
NUTF2,ZNF598,0.3658458
FDPS,RRM1,0.3676678
KIF14,TIMM9,0.36875498
RPL36A,SLC7A1,0.3693158
LIAS,ZWINT,0.37049204
MED22,RPL35,0.37061518
ATP5A1,PRIM2,0.37080428
EIF4G1,MFAP1,0.37126315
ASCC3,USE1,0.37165827
CHMP2A,CYB5B,0.3739712
CDK12,MED1,0.3777007
CAPZB,TAF2,0.37951
Ltn1,POLE,0.3817619
GTF2E1,NDUFB4,0.38195378
OPA1,TIMM23B,0.38502097
MFAP1,SF3B1,0.39009243
PAXBP1,RPL24,0.39322716
EXOSC2,PSPH,0.39870286
COQ2,MRPS10,0.40791562
MED17,NEMF,0.40842724
ATP6AP1,EMC4,0.40870178
NUTF2,QARS,0.4177333
BUB3,NUTF2,0.4224271
NUP85,TRA2B,0.42392898
LUC7L3,POLD3,0.44369444
MRPL36,POLD3,0.45076185
QARS,TRA2B,0.4563048
OPA1,RNGTT,0.46392092
SGOL1,TBC1D31,0.4670322
EIF4G1,MCM3AP,0.48594287
MRPS28,PDCD7,0.4955284
IMPDH2,PAXBP1,0.49793398
GTF2H1,RAD51,0.51480246
PHF5A,ZCCHC9,0.5259631
MED1,PPCS,0.5277935
RPL32,ZWINT,0.54618603
SAP18,SLC35A1,0.54868555
GTF2H1,PMPCB,0.5519342
CDC16,METTL17,0.56097823
ATP6AP1,MRPS28,0.56758034
EXOSC4,MPHOSPH6,0.5690019
ADPRM,PSMD4,0.58023095
HSCB,MINOS1-NBL1,0.5807323
ATP6AP1,SYVN1,0.5831864
MED1,RRM1,0.6047915
BUB1B,XPO1,0.6088201
MFAP1,TBC1D31,0.60898685
FDPS,SKIV2L,0.6101808
CKAP5,MPHOSPH6,0.6190163
CIRH1A,SRFBP1,0.6203606
CLSPN,HUS1,0.6260898
ATP5F1,SCYL1,0.626716
CDC23,MINOS1-NBL1,0.62994254
NUP43,NUP85,0.63110733
MED17,PDSS2,0.63885176
MRPL36,NUTF2,0.63914263
ICT1,MTOR,0.6408165
ATP6AP1,GEMIN4,0.6450424
AURKA,RPL23,0.6488503
GTF2H4,TUBGCP4,0.65092677
CDK12,MTBP,0.65625423
MRPL24,TIMELESS,0.65635276
BOD1L1,PRIM2,0.6572477
CKAP5,FIP1L1,0.65786517
GTF2H4,ICT1,0.65850675
NFYC,ZMAT5,0.6587285
PPWD1,SRSF7,0.66105545
SMNDC1,YTHDC1,0.6620986
ATP1A1,LUC7L3,0.6676733
PGK1,RPS18,0.6726507
EMC6,ERH,0.6734577
NUP54,TUBGCP3,0.67379874
CEP63,RPL35,0.67420083
MCM3AP,MRPL36,0.675163
DDX46,PSMD4,0.67912745
MRPL32,PSMD12,0.6842006
MTERFD1,PSMD1,0.6845007
MED14,RPTOR,0.68593985
BTF3,CMAS,0.68767464
GINS4,MRPL19,0.6893768
MFAP1,NDUFB4,0.6931435
COX6C,TTI2,0.6933844
KCTD10,QARS,0.69345057
MED24,PET112,0.69562894
MRPL13,SSB,0.6999522
EIF3C,MRPS14,0.7005976
NOL8,RPL36A,0.702938
PSMB6,PSPH,0.70327723
RPL10,TIPIN,0.7036525
METAP2,SLC39A9,0.7081901
METAP2,WDR70,0.7116027
MED22,ZNF830,0.71186066
LONP1,WDR61,0.7149559
COG3,NOL8,0.7187589
DONSON,MTOR,0.71952796
GFI1B,NOL8,0.7243497
CIT,SCO1,0.72452193
EMC4,EMC7,0.72841215
DCAF7,GFI1B,0.7303143
EMC7,PSMB6,0.7305665
MRPL15,PSMD4,0.7314265
COX6C,MRPS11,0.73494166
ARIH1,ZCCHC9,0.73591566
Ltn1,PMF1,0.73977697
EIF6,PSMD1,0.74095535
EXOSC4,RPL10,0.74131954
SCYL1,TIMM23B,0.7413736
DHODH,MTOR,0.7419846
MAPKAP1,MRPS27,0.7436362
AFG3L2,VPS4A,0.74440646
ATP6AP1,GTF3C3,0.7468762
PPP2R1A,RFC4,0.7470898
PNN,PSMD12,0.7515114
SGOL1,USE1,0.7551376
PTCD1,TIPIN,0.75873464
NDUFB1,USE1,0.75953406
NDUFB4,RPL36A,0.76153225
INTS5,LARS,0.763308
ANAPC13,CDC27,0.76682925
ATP6V1G1,UBA2,0.7684689
COPE,RPL23,0.77028203
PGK1,XPO1,0.78514344
KIAA1731,PSMC6,0.7857387
PSMC1,SKA3,0.7860951
STXBP4,TIMELESS,0.78706336
CHMP2A,PTTG1,0.78809124
HUS1,POLD1,0.7914256
APOOL,OPA1,0.79439694
CCDC84,GEMIN2,0.7957575
MED22,VPS72,0.7981437
NDUFA8,RPTOR,0.8012999
MAX,MRPS5,0.80650175
SCYL1,SNRPG,0.809936
RPL35,RPL36A,0.81382644
MED14,TAZ,0.8158129
EMC4,MAT2A,0.81938386
SKA3,UBA3,0.82052815
MRPL10,NUDC,0.8277001
MED14,MFAP1,0.82872057
LARS,NUDC,0.8287817
EMC4,PELO,0.82918096
LUC7L3,TRNAU1AP,0.8303649
EMC6,TIMELESS,0.8333699
EXOSC9,MED23,0.83568805
ASNA1,CDK12,0.8364358
HUS1,RFC4,0.83870023
MED24,NDUFA9,0.84299636
MRPS21,PSMC1,0.8485755
KCTD10,MRPL46,0.85969996
AARS2,PSMB6,0.8726456
HYPK,MFAP1,0.8745723
MED23,POLD1,0.8790637
AATF,MCM3AP,0.8797346
NEMF,RPL30,0.88653594
MAPKAP1,MED23,0.890219
IMPDH2,ZNF574,0.89198065
ATP5J2,PPP2R1A,0.9025382
DARS,GTF3C3,0.9033579
MRPL46,PSMD1,0.90451825
ELP4,MBTPS2,0.9193893
COX7C,PGK1,0.92653865
LEO1,POLD3,0.9273697
ANAPC13,CCNK,0.9286354
FAM50A,MTPAP,0.9382613
IMPDH2,PPP2R1A,0.9392427
MRPS25,PSMD1,0.94566905
ANAPC13,CDC26,0.95626384
EIF2B5,USMG5,0.96157676
RFC4,UBA2,0.9667743
PSMC2,TAF2,0.9723232
SFXN1,XPO1,0.97594535
FAM208A,RPS28,0.980599
NAA25,TAF2,0.9882913
MTHFD2,RAE1,0.9906677
FARSA,TRMT5,0.99222803
SCYL1,TRPM7,0.99427384
