Gene1,Gene2,Error
DONSON,GNL3L,0.27485687
CMAS,VPS29,0.2772718
ABCB7,TAF2,0.27733964
AURKA,EMC1,0.27865034
PSMD6,TAF2,0.28082317
CENPK,PPWD1,0.28255278
GTF2H4,RNGTT,0.28420055
EIF6,XRN2,0.28928858
POLA1,RPL36A,0.28967136
BNIP1,SSB,0.29020894
ATP6AP1,MRPS28,0.2911424
MED14,RBBP8,0.2917117
NEMF,PSMD4,0.29278612
CEP192,GNL3L,0.2931621
ATP5A1,PRIM2,0.29333743
MTOR,NDUFA9,0.2944165
INTS3,SSB,0.2964421
AFG3L2,NDUFA8,0.29701024
MZT1,SSB,0.29778922
ATP5F1,EMC2,0.30220273
NDUFA8,PSMC6,0.30278105
SRSF7,YTHDC1,0.3030634
EMC2,FDPS,0.30346
DONSON,TRA2B,0.30659735
GNL3L,METTL17,0.3071317
GTF2H4,MRPS10,0.30869883
CAMLG,KIF14,0.30957854
INTS5,NCBP1,0.31139815
EMC1,FDPS,0.31255847
MFAP1,TBC1D31,0.3129834
MINOS1-NBL1,VPS29,0.31299466
KIF14,SRSF7,0.31301147
CAMLG,FIP1L1,0.3141967
POLE2,UBA2,0.31558365
MED22,RPL35,0.31620777
FIP1L1,GOLT1B,0.31672573
ACTR10,ANAPC13,0.31706482
LIAS,ZWINT,0.31793416
KCTD10,MRPS21,0.31794202
ROMO1,SSBP1,0.32024622
NSMCE1,PMPCB,0.32096586
NDUFA8,PSMC1,0.32176405
SGOL1,TBC1D31,0.32282215
EMC6,FDPS,0.32372868
ATP6AP1,EMC7,0.32633013
EIF4G1,MFAP1,0.3265388
BNIP1,POLN,0.33059582
ASCC3,SRP19,0.33105314
EMC7,FDPS,0.33155662
MED28,RPL23,0.33512115
MRPS10,PMPCB,0.3376672
NFYC,NUP54,0.33821207
MASTL,SGOL1,0.34093273
RPL36A,SLC7A1,0.34118247
SEH1L,VPS29,0.3413604
STXBP4,TIMELESS,0.34137774
ASCC3,USE1,0.3429194
EXOSC6,MRPL22,0.34381872
NUTF2,ZNF598,0.3441593
Ltn1,SAP18,0.34424657
EMC7,MRPS14,0.34464252
CDC26,TCOF1,0.34874013
OPA1,TIMM23B,0.34946907
AURKA,POLR3B,0.3506411
DYNC1H1,RPL24,0.35121328
BUB3,CENPM,0.3535475
IMPDH2,PAXBP1,0.3554298
ATP6AP1,EMC4,0.35822743
GTF2E1,NDUFB4,0.3620453
MFAP1,SF3B1,0.36276662
NUP85,TRA2B,0.36613756
CEP63,MASTL,0.3665268
MED17,NEMF,0.36690843
OPA1,POLE,0.36719772
ACTR10,COPS2,0.3766724
CCDC84,ZMAT5,0.38081062
COX6C,TTI2,0.38258845
OPA1,RNGTT,0.3846045
RBM25,UBA3,0.38463056
CTNNBL1,MRPS14,0.39048308
GTF2H1,PMPCB,0.39293528
FAM98B,SSB,0.3935619
Ltn1,POLE,0.39641905
CAPZB,TAF2,0.39962584
POLE2,SSB,0.4000895
EXOSC2,PSPH,0.41241795
COPE,RPL23,0.41518044
FDPS,RRM1,0.41801888
INTS3,MTERFD1,0.42123163
NUP43,NUP85,0.4232999
BTF3,CMAS,0.42591172
MAPKAP1,MRPS27,0.4301672
SAP18,SLC35A1,0.43299872
FAM50A,PET112,0.4370416
FDPS,SKIV2L,0.4392858
KIF14,TIMM9,0.44277796
MRPS11,RINT1,0.45452142
CYB5B,OPA1,0.47428042
CCDC84,GEMIN2,0.47489774
NUP43,ZNRD1,0.48819843
ATP6AP1,GTF3C3,0.48981094
CIRH1A,SRFBP1,0.5070517
COPE,LUC7L3,0.52849346
PAXBP1,RPL24,0.5303549
EIF4G1,MCM3AP,0.53293175
EIF3H,RPL13,0.5336598
EXOSC4,MPHOSPH6,0.5355221
POLD3,SLC35A1,0.5468953
CIT,SCO1,0.5561002
COQ2,MRPS10,0.5612202
CDC16,METTL17,0.5614284
COG3,NOL8,0.5657394
QARS,TRA2B,0.5688583
CHMP2A,CYB5B,0.56949663
BTF3,SDHC,0.581257
DDX46,PSMD4,0.5887182
CDC23,MINOS1-NBL1,0.58959705
NUTF2,QARS,0.5896582
MED1,PPCS,0.5922065
HSCB,MINOS1-NBL1,0.59712
EMC4,EMC7,0.60025495
BUB3,NUTF2,0.60543746
LUC7L3,POLD3,0.60668844
MRPL32,PSMD12,0.60823506
MED17,PDSS2,0.60844964
CEP63,COX16,0.6104125
MED1,RRM1,0.61115205
TTI2,WDR70,0.6112537
AARS2,PSMB6,0.6170393
CKAP5,MPHOSPH6,0.6183749
EMC6,ERH,0.6201133
GTF2H4,TUBGCP4,0.6213485
ATP1A1,LUC7L3,0.6227034
NFYC,ZMAT5,0.62283176
ATP6AP1,SYVN1,0.62842673
MRPL36,POLD3,0.629421
ATP5F1,SCYL1,0.6387305
ICT1,MTOR,0.6427695
GTF2H4,ICT1,0.64433086
TUBGCP5,XRN2,0.6451454
PPWD1,SRSF7,0.64811635
APOOL,OPA1,0.6540728
BOD1L1,PRIM2,0.6557504
EXOSC4,RPL10,0.65663636
CEP152,COPE,0.6571282
ADPRM,PSMD4,0.6644376
MRPL13,SSB,0.6653607
RPL32,ZWINT,0.66725016
ARIH1,ZCCHC9,0.6674633
EIF3H,EIF4A1,0.6676177
BUB1B,XPO1,0.6711498
NUP54,TUBGCP3,0.6723761
PSMB6,PSPH,0.6899377
GEMIN2,MRPS11,0.69392455
AURKA,RPL23,0.6963368
MED22,ZNF830,0.6963732
MED24,PET112,0.69820166
KCTD10,QARS,0.701315
MCM3AP,MRPL36,0.70176554
ATP6AP1,GEMIN4,0.70262134
CKAP5,FIP1L1,0.70325893
MRPL36,NUTF2,0.70924133
EIF3C,MRPS14,0.71353495
METAP2,SLC39A9,0.71516156
NOL8,RPL36A,0.7152204
GINS4,MRPL19,0.7173787
RPL10,TIPIN,0.71754575
SMNDC1,YTHDC1,0.71845025
Ltn1,PMF1,0.7206077
MRPL15,PSMD4,0.7231013
MTERFD1,PSMD1,0.7244725
METAP2,WDR70,0.7277281
HYPK,MFAP1,0.7319741
DONSON,MTOR,0.7321154
PNN,PSMD12,0.7348323
MFAP1,NDUFB4,0.73522276
EMC7,PSMB6,0.74221635
AFG3L2,VPS4A,0.7474169
COX6C,MRPS11,0.7502261
INTS5,LARS,0.75041014
CDK12,MTBP,0.7518333
GFI1B,NOL8,0.7533569
LUC7L3,TRNAU1AP,0.7534354
SGOL1,USE1,0.75467235
DCAF7,GFI1B,0.7549683
PGK1,RPS18,0.75509816
LARS,NUDC,0.75839144
MRPL10,NUDC,0.75845283
EIF6,PSMD1,0.7596327
PPP2R1A,RFC4,0.76275784
GTF2H1,RAD51,0.7646428
CEP63,RPL35,0.7680283
ASNA1,CDK12,0.7688261
MRPL24,TIMELESS,0.7698613
FAM208A,RPS28,0.7725244
NDUFB1,USE1,0.7727772
PTCD1,TIPIN,0.77683395
DHODH,MTOR,0.7770062
NDUFB4,RPL36A,0.7796287
PSMC1,SKA3,0.77992743
ANAPC13,CDC27,0.8031717
SCYL1,TIMM23B,0.8043436
MAX,MRPS5,0.80637974
KIAA1731,PSMC6,0.80766064
LEO1,SLC7A6OS,0.8080613
ATP6V1G1,UBA2,0.8084345
MED22,VPS72,0.810214
CHMP2A,PTTG1,0.8131105
MED24,NDUFA9,0.822706
MED14,TAZ,0.82361245
SCYL1,SNRPG,0.8373713
RPL35,RPL36A,0.84320897
MED14,MFAP1,0.84406155
EMC4,PELO,0.8460026
PGK1,XPO1,0.84673595
COX7C,PGK1,0.85145384
SKA3,UBA3,0.85196936
EXOSC9,MED23,0.8527209
EMC6,TIMELESS,0.85302943
MRPS21,PSMC1,0.87845063
DARS,GTF3C3,0.88129395
CLSPN,HUS1,0.88495797
PSMC2,TAF2,0.8944912
IMPDH2,ZNF574,0.8960189
ATP5J2,PPP2R1A,0.8970545
ELP4,MBTPS2,0.9067703
MAPKAP1,MED23,0.9258709
MRPL46,PSMD1,0.92616063
SFXN1,XPO1,0.927941
NEMF,RPL30,0.9297892
KCTD10,MRPL46,0.93467695
EMC4,MAT2A,0.9367944
ANAPC13,CCNK,0.93696564
FAM50A,MTPAP,0.9377661
LEO1,POLD3,0.9424879
IMPDH2,PPP2R1A,0.9434931
HUS1,RFC4,0.9446491
MRPS25,PSMD1,0.9474389
NAA25,TAF2,0.9567662
MED23,POLD1,0.9578536
ANAPC13,CDC26,0.963341
EIF2B5,USMG5,0.9652703
MED14,RPTOR,0.9691541
RFC4,UBA2,0.9734871
HUS1,POLD1,0.97955877
NDUFA8,RPTOR,0.98289526
MTHFD2,RAE1,0.9852117
AATF,MCM3AP,0.9863917
SCYL1,TRPM7,0.99875903
FARSA,TRMT5,0.9998181
