Gene1,Gene2,Error
MED14,PSMD1,0.15201849
NDUFB4,POLN,0.15265253
INTS5,NCAPD2,0.1538217
MRP63,PHF5A,0.15535419
POLR2K,SYVN1,0.15582205
PAFAH1B1,RPL36A,0.15858781
CENPM,TAF2,0.15986186
CDK1,PELO,0.15986657
TAF2,UBA2,0.16022813
NOLC1,XRN2,0.16072023
NFYC,POLR2B,0.16099837
CENPM,MFAP1,0.16179442
INTS5,SNRPD3,0.16306257
NDUFA9,PDSS2,0.16321637
CSTF3,EIF3D,0.16434956
MRPS5,MTOR,0.16452336
MRPS5,TAF2,0.16583222
PDSS2,RINT1,0.16586794
COPS4,INTS5,0.16748887
ARL2,CEP63,0.16829973
COX16,LIAS,0.16844836
POLN,QARS,0.171437
DYNC1H1,RPL24,0.17214642
POLD1,USE1,0.17355417
CAPZB,GTF2H1,0.17371108
SCYL1,VPS4A,0.17491484
EIF3H,SNRPD3,0.17730129
KCTD10,MRPL36,0.17735654
NDUFB1,TAZ,0.17782038
PPCS,TCOF1,0.1791678
EMC4,MED23,0.1809116
HUS1,POLE2,0.181781
DCAF7,ZNF574,0.18238693
ARL2,ZMAT5,0.18257016
NOL8,USMG5,0.18311243
RPL8,VPS72,0.18349978
PPIE,ZNF511,0.18440948
EMC1,MED23,0.18509138
ATP5J2,FAM50A,0.18528266
AURKA,UBA2,0.18536603
ATP6AP1,MRPS28,0.18538965
ATXN10,RNGTT,0.18549336
PMPCB,RBM17,0.18591209
MED23,PPCS,0.18591958
INTS5,SLC39A9,0.18712658
GTF2H1,RPL27,0.18824247
ARL2,RPLP1,0.18832827
MRPL22,PSMC1,0.18863422
BOD1L1,CENPM,0.18936425
CDCA8,UBA2,0.1905331
MRPL22,SRP19,0.19075394
SKA3,SRSF7,0.19148171
LONP1,WDR61,0.19271499
ARL2,CDC23,0.19274974
PSMD1,XPO1,0.19689798
SAP18,SKA3,0.19958997
DCAF7,TIMELESS,0.20050132
NOP58,SKIV2L,0.2033293
IARS,USMG5,0.20334525
EIF6,XRN2,0.20344526
PFAS,UMPS,0.20345329
EIF3C,PSMD1,0.20632982
MRPL22,PSMD6,0.20700628
IMPDH2,PAXBP1,0.21034653
KIAA1731,LUC7L3,0.21074444
BOD1L1,SCYL1,0.21126813
PAXBP1,PWP1,0.22027896
TAZ,TIMM23B,0.22053117
ATP5A1,PRIM2,0.22109358
MASTL,TCOF1,0.22147983
MRPS5,VPS29,0.22153199
QARS,WDR61,0.2217884
LIAS,TCOF1,0.2240187
FAM98B,MED24,0.22484256
HUS1,POLD1,0.22729069
COPE,LUC7L3,0.22752094
RPL27,TCOF1,0.22806942
MRPS28,PDCD7,0.22902326
CCNK,SGOL1,0.23013744
CEP63,SGOL1,0.23103362
OPA1,POLE,0.2322032
ATXN10,REXO2,0.23249348
ATP5J2,CMAS,0.23273146
RBM17,TIMELESS,0.23325932
TIMELESS,WDR77,0.23326433
HUS1,RAD51,0.23367703
EIF4G1,MCM3AP,0.23430212
PWP1,TCOF1,0.23504579
NUP54,SGOL1,0.23523664
MFAP1,PITRM1,0.23546499
PRIM2,UBA2,0.23548996
ATP6AP1,MRPS21,0.23568192
COG3,SCYL1,0.23590791
GFI1B,MRPL36,0.23681605
HUS1,MCM4,0.23727834
PPWD1,SDHC,0.23963656
BNIP1,POLN,0.2421614
FAM98B,INTS5,0.24321765
ARL2,RPL23,0.24371618
MED28,RPL23,0.244958
ANAPC13,SGOL1,0.2465514
CARS2,PGK1,0.2483291
RPL36A,SRSF7,0.24867749
GTF2H4,MINOS1-NBL1,0.24885648
MRPL33,PGK1,0.2497881
KCTD10,MRPS21,0.2500494
FIP1L1,TIPIN,0.25042522
CENPK,COPS5,0.25054836
BTF3,SDHC,0.25140402
ANAPC13,TIPIN,0.2526306
CIT,MFAP1,0.25298357
MED24,ZNF598,0.2538585
ANAPC13,GNL3L,0.2576784
DDX46,PSMD4,0.25785488
DONSON,GNL3L,0.25785732
GFI1B,RRM1,0.25889903
ATP5F1,MAX,0.25898278
CEP63,MASTL,0.26250425
CDC73,LEO1,0.26330256
ROMO1,TAZ,0.26379275
ARL2,CEP192,0.26484537
INTS5,MASTL,0.26493877
NUP43,TRA2B,0.2660073
GTF2H4,RNGTT,0.26611078
HSCB,MINOS1-NBL1,0.26748955
PHF5A,ZCCHC9,0.268045
CENPW,SGOL1,0.2684123
MRPS10,PMPCB,0.269859
MED23,POLD1,0.2716316
BUB3,COPS2,0.27214247
MBTPS2,RPL30,0.2743771
TTI2,WDR70,0.2754846
COA3,FAM208A,0.27651644
COX6C,MTBP,0.27764994
PAFAH1B1,RPL28,0.27811188
RPL28,ZNF830,0.2806887
PSMC1,TIMM9,0.28245035
FAM208A,NOP58,0.28522027
ATP1A1,MRPS11,0.2865579
ADAT2,SEC22B,0.28690657
CEP152,COPE,0.29073393
SSBP1,TAZ,0.29340512
CKAP5,METAP2,0.29381162
MRPL36,TAZ,0.29495603
CENPK,PPWD1,0.29615885
DONSON,TRA2B,0.2975194
ATP5F1,EMC2,0.2980779
NEMF,PAFAH1B1,0.29912704
BOD1L1,MCM3AP,0.30090922
KIAA1731,PWP1,0.30387372
BUB3,CENPM,0.30463523
MED1,PPCS,0.3056103
MRPL10,PGK1,0.30747706
EIF4G1,MRPL22,0.3090241
POLE2,UBA2,0.30906695
NCBP1,ZNF574,0.30943292
GFI1B,SNRPB,0.31040627
MED14,USE1,0.31154197
MRPS30,PDCD7,0.31255972
PPP2R1A,RFC4,0.31521457
COQ2,MRPS10,0.31706795
OPA1,RNGTT,0.3191537
EXOSC6,MRPL22,0.32013535
COPE,SCYL1,0.32430923
BNIP1,SSB,0.32532805
MRPL24,TIMELESS,0.32690433
CCNK,MED23,0.32784605
PSMD6,TAF2,0.32807148
GINS4,METAP2,0.3286553
NSMCE1,PMPCB,0.33103853
FDPS,SKIV2L,0.33439413
GTF2H4,MRPS10,0.33455586
GNL3L,METTL17,0.33458757
INTS3,SSB,0.3391301
LEO1,SLC7A6OS,0.3422863
NEMF,PSMD4,0.3431903
CYB5B,OPA1,0.34349325
CEP63,NAA50,0.34429002
EXOSC2,RPL35,0.34459412
PTTG1,RPL32,0.34513026
MZT1,SSB,0.34539032
EMC2,FDPS,0.3457198
FAM50A,PET112,0.3470822
NDUFA8,PSMC1,0.3475811
INTS3,MTERFD1,0.3483209
CAMLG,KIF14,0.35200965
PSMD4,SSBP1,0.3534701
CDK12,MED1,0.3549897
FAM98B,MAX,0.35596922
SRSF7,YTHDC1,0.361655
CEP63,COX16,0.3637028
GINS4,NUP54,0.3638131
NFYC,ZMAT5,0.3644461
KIF14,TIMM9,0.36558446
KIF14,SRSF7,0.37010622
MINOS1-NBL1,VPS29,0.37074882
MASTL,SGOL1,0.3717081
CEP192,GNL3L,0.3721314
AFG3L2,NDUFA8,0.388429
ASCC3,SRP19,0.3904472
POLA1,RPL36A,0.39231735
EMC6,FDPS,0.39370084
CIRH1A,SRFBP1,0.3941698
CAMLG,FIP1L1,0.39663726
ABCB7,TAF2,0.3982942
MED14,RBBP8,0.39872903
OPA1,TIMM23B,0.40269184
FIP1L1,GOLT1B,0.40278363
CMAS,VPS29,0.40331435
ACTR10,ANAPC13,0.40345436
NUP85,TRA2B,0.40358347
BUB3,NUTF2,0.40464485
Ltn1,SAP18,0.40722835
POLD3,SLC35A1,0.41133565
MRPL50,TIMELESS,0.41171157
ASCC3,USE1,0.41812378
NFYC,NUP54,0.42041415
RPL36A,SLC7A1,0.42230535
LIAS,ZWINT,0.42389244
ATP6AP1,SYVN1,0.42409778
ROMO1,SSBP1,0.4248659
PAXBP1,RPL24,0.42565113
MTOR,NDUFA9,0.43019575
ACTR10,COPS2,0.431836
FAM98B,SSB,0.43185294
EMC7,FDPS,0.4347542
ATP6AP1,EMC7,0.43595934
MRPS25,PSMD1,0.4417659
INTS5,NCBP1,0.4420877
NUBP1,ORAOV1,0.44464564
POLE2,SSB,0.4474908
CTNNBL1,MRPL13,0.4492297
NUTF2,ZNF598,0.45023566
ATP6AP1,EMC4,0.452533
MRPL36,POLD3,0.45610815
MED17,PDSS2,0.45817244
NUP43,NUP85,0.45885456
CCDC84,ZMAT5,0.46009463
CTNNBL1,MRPS14,0.46197295
NUTF2,QARS,0.4646573
AURKA,EMC1,0.47511375
NDUFA8,PSMC6,0.48010188
RPL32,ZWINT,0.48547474
CAPZB,TAF2,0.49120086
LUC7L3,POLD3,0.50112134
AURKA,POLR3B,0.5067084
MRPL32,PSMD12,0.50745773
MED17,NEMF,0.5100891
EMC7,MRPS14,0.5111001
CHMP2A,CYB5B,0.51393217
GTF2H1,PMPCB,0.5202818
FDPS,RRM1,0.52521956
SGOL1,TBC1D31,0.5339414
MED22,RPL35,0.53928864
ATP1A1,LUC7L3,0.5423016
MED1,RRM1,0.5424666
GTF2E1,NDUFB4,0.54716164
Ltn1,POLE,0.547431
RBM25,UBA3,0.5501012
NUP54,TUBGCP3,0.5568827
EXOSC2,PSPH,0.55964375
QARS,TRA2B,0.56080014
AURKA,RPL23,0.56156343
CKAP5,MPHOSPH6,0.56472903
CDC16,METTL17,0.5662401
SEH1L,VPS29,0.5688633
EIF3H,RPL13,0.5785307
MRPL36,NUTF2,0.58122915
ICT1,MTOR,0.5823532
ATP5F1,SCYL1,0.58550286
GEMIN2,MRPS11,0.58599055
EMC1,FDPS,0.5870945
GTF2H4,TUBGCP4,0.58718693
EMC6,ERH,0.58839273
GINS4,MRPL19,0.58856124
MRPS11,RINT1,0.5894353
MED24,PET112,0.58988243
ADPRM,PSMD4,0.59009063
MCM3AP,MRPL36,0.5950549
CDC23,MINOS1-NBL1,0.60762376
EIF3C,MRPS14,0.6113069
MFAP1,NDUFB4,0.6181406
CEP63,RPL35,0.619984
ATP6AP1,GEMIN4,0.62019557
EMC4,EMC7,0.6258689
PSMB6,PSPH,0.626677
BUB1B,XPO1,0.6303688
GTF2H4,ICT1,0.63104194
ARIH1,ZCCHC9,0.6339994
NOL8,RPL36A,0.6352548
EIF6,PSMD1,0.6358149
BOD1L1,PRIM2,0.63998175
CKAP5,FIP1L1,0.64323324
MED22,ZNF830,0.65073377
PGK1,RPS18,0.6523574
MRPL13,SSB,0.6534332
BTF3,CMAS,0.658401
METAP2,SLC39A9,0.66156715
SMNDC1,YTHDC1,0.6630692
GFI1B,NOL8,0.6675565
MTERFD1,PSMD1,0.6717177
METAP2,WDR70,0.6767428
EMC7,PSMB6,0.6816381
AFG3L2,VPS4A,0.6839567
Ltn1,PMF1,0.6881727
RPL10,TIPIN,0.69016755
ATP6AP1,GTF3C3,0.6909115
PPWD1,SRSF7,0.691198
NDUFB1,USE1,0.6925983
APOOL,OPA1,0.6943553
SAP18,SLC35A1,0.69519985
NDUFB4,RPL36A,0.7059857
CCDC84,GEMIN2,0.7091234
CDK12,MTBP,0.7099944
DCAF7,GFI1B,0.7115733
SGOL1,USE1,0.71479833
ASNA1,CDK12,0.7151542
COX6C,TTI2,0.71914774
DONSON,MTOR,0.7200603
PNN,PSMD12,0.73034227
EMC4,MAT2A,0.7332787
COX6C,MRPS11,0.7337971
INTS5,LARS,0.7350532
KIAA1731,PSMC6,0.73614293
EIF4G1,MFAP1,0.73709536
DHODH,MTOR,0.74038744
COG3,NOL8,0.7444507
EXOSC4,RPL10,0.75568616
MFAP1,TBC1D31,0.76502275
KCTD10,QARS,0.76562774
PTCD1,TIPIN,0.7658424
RPL35,RPL36A,0.7696342
MAX,MRPS5,0.7724165
CHMP2A,PTTG1,0.772758
MRPS21,PSMC1,0.773849
CIT,SCO1,0.7871543
MFAP1,SF3B1,0.78791195
SCYL1,TIMM23B,0.7917719
MED14,MFAP1,0.7932979
EXOSC4,MPHOSPH6,0.79529697
ATP6V1G1,UBA2,0.7961762
MED22,VPS72,0.798501
MRPL10,NUDC,0.80205727
LARS,NUDC,0.80384654
MRPL15,PSMD4,0.8040149
COPE,RPL23,0.8067653
GTF2H1,RAD51,0.807419
PSMC1,SKA3,0.81500715
MED14,TAZ,0.8166202
PGK1,XPO1,0.82415646
ANAPC13,CDC27,0.8278492
LUC7L3,TRNAU1AP,0.83006257
SCYL1,SNRPG,0.83031225
MED24,NDUFA9,0.8367127
SKA3,UBA3,0.8452307
IMPDH2,ZNF574,0.8491357
EXOSC9,MED23,0.85167676
EMC6,TIMELESS,0.85666496
EMC4,PELO,0.8647466
DARS,GTF3C3,0.86782897
ANAPC13,CCNK,0.87031585
EIF2B5,USMG5,0.8939948
ATP5J2,PPP2R1A,0.89411515
FAM50A,MTPAP,0.9011585
MAPKAP1,MRPS27,0.90159225
EIF3H,EIF4A1,0.9018512
CLSPN,HUS1,0.9034951
ELP4,MBTPS2,0.9098077
KCTD10,MRPL46,0.9118449
HUS1,RFC4,0.9171297
NEMF,RPL30,0.91732067
SCYL1,TRPM7,0.9180557
IMPDH2,PPP2R1A,0.92009044
AATF,MCM3AP,0.9218402
STXBP4,TIMELESS,0.9332595
MAPKAP1,MED23,0.9363834
COX7C,PGK1,0.9382884
NAA25,TAF2,0.94836295
LEO1,POLD3,0.9493925
LEO1,NAMPT,0.9501204
FAM208A,RPS28,0.9544338
MRPL46,PSMD1,0.9609432
AARS2,PSMB6,0.96224993
HYPK,MFAP1,0.96275264
RFC4,UBA2,0.9651788
ANAPC13,CDC26,0.97024393
MTHFD2,RAE1,0.9819494
MED14,RPTOR,0.9893243
NDUFA8,RPTOR,0.9915487
FARSA,TRMT5,0.9937284
PSMC2,TAF2,0.9978018
SFXN1,XPO1,0.9984144
