Gene1,Gene2,Error
NUP85,PPP2R1A,0.09777087
DCTN4,POLR2K,0.099457785
LEO1,RTF1,0.1011073
KIF14,PPP2R1A,0.104867816
LEO1,PNN,0.10776156
PPP2R1A,PSMD6,0.10825062
PELO,PSMD1,0.10859668
BOD1L1,ZMAT2,0.10882383
CHMP2A,PELO,0.10945177
DYNC1H1,MRPL42,0.109769836
NFYC,NOL9,0.1143785
DLST,MED28,0.114843205
KDM1A,LEO1,0.11597657
LEO1,MAX,0.11618137
NAA25,NDUFB1,0.119010754
LEO1,SDHC,0.120122135
GTPBP4,TRA2B,0.12075933
BTF3,DLST,0.12263866
LEO1,PSMC6,0.12399191
MRPS35,TOMM22,0.12504986
SEC22B,WDR61,0.12531209
EIF3H,SKA3,0.12623602
CHMP2A,NUDC,0.1265285
PNISR,POLN,0.12688749
SLC35A1,TAF1A,0.12763545
ADAT2,SEC22B,0.12815064
BTF3,MCM4,0.12827453
ARIH1,ZNF574,0.12845623
ACTR10,EIF3M,0.12872222
GPN3,LEO1,0.12952948
CDC27,PPCS,0.1297408
MARS,PPP2R1A,0.13070834
ARL2,KIAA1731,0.13094157
MRPS21,NAMPT,0.13201715
PAFAH1B1,RPL36A,0.13259321
CDK1,LEO1,0.13334513
KCTD10,MRPS5,0.13383633
CIRH1A,XRN2,0.13467675
MRPL39,PSMB7,0.13613124
CENPK,WDR61,0.13625968
DHX37,VPS29,0.13675746
GNL3L,KIAA1731,0.13756943
KIAA1731,PAFAH1B1,0.13790667
DDX18,NCAPD2,0.13823551
CAPZB,IARS,0.13942589
GTF2H4,RBM22,0.13978669
ERH,ZNF574,0.14025652
KIAA1731,SEC22B,0.14184856
ANAPC13,MBTPS2,0.14205015
ACTR10,PDRG1,0.14279695
LEO1,PSMB7,0.14475441
SSB,TIMELESS,0.14480358
MCM3,PDCD7,0.14517231
LEO1,NAMPT,0.14527541
NUP54,TIMELESS,0.14533544
LEO1,SLC7A6OS,0.14602697
LARS,LEO1,0.14605904
SKA3,TAZ,0.14610678
DYNC1H1,RPL24,0.14635731
NUP43,TIMELESS,0.14636672
PELO,PNN,0.14638186
PELO,UBA3,0.1464501
INTS3,XRN2,0.1485495
KARS,LEO1,0.14867878
NAA50,TIMELESS,0.14887774
RRM1,STXBP4,0.14972752
PELO,RPLP1,0.1499942
INTS5,NCAPD2,0.1503008
MRPL50,PPAT,0.15150414
CACTIN,TIMELESS,0.15218508
NUDC,NUP43,0.15544641
NOLC1,XRN2,0.15608633
MRPL19,SLC7A6OS,0.15632255
CENPK,VPS72,0.15634674
FAM98B,HSCB,0.15647057
NUP54,WDR61,0.15672612
EMC1,MBTPS2,0.15679109
ANKZF1,ARL2,0.15944292
KIF14,PELO,0.16002071
GINS4,MED23,0.16005594
MED23,NDUFB2,0.16097778
CKAP5,NUDC,0.16218758
MRPS30,PDCD7,0.1645142
MRPS21,TSEN2,0.164594
AURKA,TAF1A,0.1649297
SCYL1,VPS4A,0.16601777
PELO,POLN,0.1660738
MED23,VPS29,0.16650051
HUS1,TRA2B,0.1672566
CACTIN,HUS1,0.1709075
CENPM,MFAP1,0.1713115
DYNC1H1,NFYC,0.17324588
HUS1,METAP2,0.17394024
NDUFB1,PGK1,0.17401922
MRPS5,MTOR,0.1747899
INTS5,SNRPD3,0.17560917
ATP6V1G1,WDR7,0.1756512
COX16,RPF2,0.17805047
ATP5F1,SNRPC,0.1793024
ASNA1,RFC5,0.18073632
CENPM,TAF2,0.18163419
BUB3,PHF5A,0.18443346
CDK1,PELO,0.18455029
COG3,NUDC,0.18605494
SAP18,SKA3,0.18787408
MRPL22,PSMD12,0.18841708
MRPS5,TAF2,0.1887545
EMC4,MED23,0.18934965
CARS,XRN2,0.18956232
PAXBP1,PWP1,0.19093238
MED23,PPCS,0.19129175
NFYC,POLR2B,0.19159606
TUBGCP5,XRN2,0.19236428
SNIP1,ZNRD1,0.19259506
SKA3,SRSF7,0.19357312
TAF2,UBA2,0.19627684
EMC1,MED23,0.19878334
IARS,USMG5,0.20250028
RAD51,RPL27,0.20273127
MRPS5,VPS29,0.2032612
EIF3H,NOC2L,0.20395751
HUS1,SDHC,0.20397085
LEO1,NAT10,0.20438695
ARL2,CEP63,0.20481473
DCAF7,ZNF574,0.20504397
COPS4,INTS5,0.20564824
DCAF7,DDX46,0.2070411
CAPZB,GTF2H1,0.20736131
CDCA8,UBA2,0.2077893
MED14,PSMD1,0.20806295
NUP54,SGOL1,0.20852417
RPF2,SRFBP1,0.20891222
INTS5,SLC39A9,0.20944238
EIF3H,SNRPD3,0.20952517
RPL36A,SRSF7,0.2106899
AURKA,TCOF1,0.21160483
NOL8,USMG5,0.21202135
KCTD10,MRPL36,0.21276587
PPCS,TCOF1,0.21378553
ATP6AP1,MRPS28,0.21399017
RBM17,TIMELESS,0.21422952
POLN,QARS,0.21426871
GFI1B,MRPL36,0.21490765
NDUFB1,TAZ,0.21510226
CEP63,SGOL1,0.21608543
EIF3C,PSMD1,0.21811491
BOD1L1,CENPM,0.21817344
PAFAH1B1,RPL28,0.2185939
ATP5J2,FAM50A,0.21904269
MFAP1,PITRM1,0.21952802
MED28,RPL23,0.22017446
PSMD1,XPO1,0.22041553
STXBP4,TIMELESS,0.22111428
ARL2,ZMAT5,0.22193891
DCAF7,TIMELESS,0.2237606
BOD1L1,SCYL1,0.22380573
BTF3,SDHC,0.22435269
FAM98B,INTS5,0.22524685
HUS1,POLE2,0.22666967
ANAPC13,SGOL1,0.22981483
CDC73,LEO1,0.23084408
HUS1,RAD51,0.2311933
RPL27,TCOF1,0.23249519
KIAA1731,LUC7L3,0.23310947
ARL2,RPLP1,0.23322707
TIMELESS,WDR77,0.23420548
CENPW,SGOL1,0.23452276
MRPL50,TIMELESS,0.23513061
GTF2H1,RPL27,0.23685044
CARS2,PGK1,0.23687351
ARL2,CDC23,0.23704982
COPE,SCYL1,0.23716056
POLR2K,SYVN1,0.23899566
QARS,WDR61,0.23978525
C9orf114,EMG1,0.2399544
PRIM2,UBA2,0.24038553
ANAPC13,GNL3L,0.24063897
CSTF3,EIF3D,0.24129294
AURKA,UBA2,0.24238795
BUB3,COPS2,0.24308138
PDSS2,RINT1,0.24361414
ATXN10,NOL8,0.2452729
MRPL33,PGK1,0.24553967
COG3,SCYL1,0.24658895
MRP63,PHF5A,0.24659458
ARL2,CEP192,0.24867046
MRPL22,PSMC1,0.24891728
OPA1,RNGTT,0.24930042
RPL28,ZNF830,0.24946791
MRPL22,SRP19,0.25110704
CIT,MFAP1,0.25327325
LIAS,TCOF1,0.25382394
GTF2H4,MINOS1-NBL1,0.2539981
MBTPS2,RPL30,0.2540871
ARL2,RPL23,0.25417066
POLA1,RPL36A,0.25491196
ATP5F1,MAX,0.25542396
GFI1B,RRM1,0.2561161
COX16,LIAS,0.25757182
ATXN10,RNGTT,0.25795195
ANKZF1,RPL36A,0.25946188
HUS1,MCM4,0.2596916
MRPL22,PSMD6,0.26098144
PPIE,ZNF511,0.26300767
GINS4,NUP54,0.2636596
NOP58,SKIV2L,0.2638664
CENPK,COPS5,0.2654723
FAM98B,MED24,0.26901543
INTS5,MASTL,0.2695759
NUP43,TRA2B,0.2698756
ANAPC13,TIPIN,0.27166343
PWP1,TCOF1,0.2717241
BUB3,CENPM,0.2726562
MRPL36,TAZ,0.2726968
NEMF,PAFAH1B1,0.27271193
ATP5J2,CMAS,0.27343944
SKIV2L2,TAF1,0.2738043
OPA1,POLE,0.27461204
FIP1L1,TIPIN,0.27569997
DONSON,GNL3L,0.27599537
MRPL10,PGK1,0.27601475
KCTD10,MRPS21,0.27746463
GINS4,METAP2,0.2777604
BNIP1,SSB,0.27796316
ATP6AP1,MRPS21,0.27893093
PPWD1,RAD51,0.27913928
ROMO1,TAZ,0.27982515
SSBP1,TAZ,0.27998823
CEP192,GNL3L,0.28008527
BOD1L1,MCM3AP,0.28138918
POLE2,UBA2,0.28140575
EIF4G1,MCM3AP,0.2823467
CDC26,TCOF1,0.28320324
TAZ,TIMM23B,0.28369993
MASTL,TCOF1,0.28373307
FAM208A,NOP58,0.2841217
COQ2,MRPS10,0.2850661
PPWD1,SDHC,0.2879003
GTF2H4,RNGTT,0.28805918
COA3,FAM208A,0.28839517
CEP63,NAA50,0.2896474
EMC2,FDPS,0.29105002
PSMD4,SSBP1,0.29138172
CDK12,MED1,0.29251337
GNL3L,METTL17,0.2930259
RPL36A,SLC7A1,0.2936101
MED14,USE1,0.29465747
COPE,LUC7L3,0.294984
AURKA,POLR3B,0.2961578
SRSF7,YTHDC1,0.29688954
AFG3L2,NDUFA8,0.29995227
KIAA1731,PWP1,0.30034274
CCNK,SGOL1,0.3011294
MRPS10,PMPCB,0.30212513
NDUFB4,POLN,0.3030731
NDUFA9,PDSS2,0.30342942
COX6C,MTBP,0.3047704
Ltn1,SAP18,0.30522054
CKAP5,METAP2,0.30559665
MINOS1-NBL1,VPS29,0.30896538
ATXN10,REXO2,0.31031033
MRPS35,NDUFA9,0.31142622
CDCA8,DLST,0.3131393
GFI1B,SNRPB,0.313546
CENPK,PPWD1,0.313833
SGOL1,TBC1D31,0.3139614
NEMF,PSMD4,0.31631863
INTS3,SSB,0.31678915
CMAS,VPS29,0.3168565
EMC6,FDPS,0.3182962
PSMD6,TAF2,0.3187785
PMPCB,RBM17,0.3188738
MTOR,NDUFA9,0.32008892
MRPS28,PDCD7,0.3201779
MED24,ZNF598,0.32085744
ATP5A1,PRIM2,0.32089993
MZT1,SSB,0.32390392
KCTD10,MRPL46,0.32576346
LIAS,ZWINT,0.32698023
NDUFA8,PSMC1,0.32791668
RPL8,VPS72,0.32791755
EMC1,FDPS,0.3280909
HSCB,MINOS1-NBL1,0.32899362
MASTL,SGOL1,0.33001935
ATP5F1,EMC2,0.33335218
MED14,RBBP8,0.33548623
NCBP1,ZNF574,0.3364681
NFYC,NUP54,0.3380313
GTF2H4,MRPS10,0.33910054
INTS3,MTERFD1,0.33953983
NDUFA8,PSMC6,0.34067696
CAMLG,FIP1L1,0.34114277
CCNK,MED23,0.34250098
RBM25,UBA3,0.342773
CYB5B,OPA1,0.34296802
SEH1L,VPS29,0.34585327
EMC7,FDPS,0.34602416
FIP1L1,GOLT1B,0.34659672
POLE2,SSB,0.34871393
GTF2E1,NDUFB4,0.34907007
CTNNBL1,MRPL13,0.34985334
ATP6AP1,EMC4,0.3519413
EXOSC2,RPL35,0.35281217
FAM98B,SSB,0.35380566
EIF4G1,MRPL22,0.35443366
PFAS,UMPS,0.35844848
ATP1A1,MRPS11,0.35875863
PAXBP1,RPL24,0.36311322
FAM98B,MAX,0.36415023
CEP63,MASTL,0.36863577
DONSON,TRA2B,0.36901313
ATP6AP1,EMC7,0.37021202
ATP1A1,LUC7L3,0.37330717
CCDC84,ZMAT5,0.37411928
PHF5A,ZCCHC9,0.37525186
ACTR10,ANAPC13,0.37829518
PTTG1,RPL32,0.37898713
ASCC3,SRP19,0.38411415
Ltn1,POLE,0.38453525
CAMLG,KIF14,0.386761
ABCB7,TAF2,0.38826454
NUP43,ZNRD1,0.38835418
KIF14,SRSF7,0.38841343
NUTF2,ZNF598,0.3897243
FAM50A,PET112,0.39100894
FDPS,RRM1,0.39184237
EIF6,XRN2,0.39287758
NUP43,NUP85,0.39481235
ASCC3,USE1,0.3965875
NUBP1,ORAOV1,0.397332
MED22,RPL35,0.40054548
CIRH1A,SRFBP1,0.40486622
NUTF2,QARS,0.41680014
BUB3,NUTF2,0.41721672
NSMCE1,PMPCB,0.4237341
COX6C,TTI2,0.4238966
CAPZB,TAF2,0.4309194
ROMO1,SSBP1,0.43832755
CTNNBL1,MRPS14,0.448034
EMC7,MRPS14,0.45479095
EXOSC6,MRPL22,0.4558791
MFAP1,TBC1D31,0.45860517
BNIP1,POLN,0.46028966
CEP152,COPE,0.46073562
CDC16,METTL17,0.4618891
FDPS,SKIV2L,0.468597
MAPKAP1,MRPS27,0.47586715
MFAP1,SF3B1,0.4810388
INTS5,NCBP1,0.48343778
PSMC1,TIMM9,0.48383498
LUC7L3,POLD3,0.48733225
IMPDH2,PAXBP1,0.48899114
MED17,PDSS2,0.49073234
MRPL24,TIMELESS,0.49398416
ATP6AP1,SYVN1,0.4942869
MED1,PPCS,0.49494225
GTF2H1,PMPCB,0.495301
POLD3,SLC35A1,0.49817008
QARS,TRA2B,0.498305
AURKA,EMC1,0.49876398
AURKA,RPL23,0.50469005
NUP85,TRA2B,0.5062692
ATP6AP1,GTF3C3,0.509101
RPL32,ZWINT,0.5094594
EIF3H,RPL13,0.51060206
KIF14,TIMM9,0.52123266
ANAPC13,CDC27,0.52559745
SAP18,SLC35A1,0.5294366
PPWD1,SRSF7,0.5310681
TTI2,WDR70,0.5317713
EEF1G,SGOL1,0.5398803
MRPS11,RINT1,0.5427658
ADPRM,PSMD4,0.54370934
ACTR10,COPS2,0.5514534
MRPL32,PSMD12,0.5517756
NFYC,ZMAT5,0.55468726
MRPL46,PSMD1,0.56378275
GEMIN2,MRPS11,0.56983626
CCDC84,GEMIN2,0.5880003
MED17,NEMF,0.59362996
MED1,RRM1,0.5948742
MRPL36,POLD3,0.61017543
CIT,SCO1,0.6152066
EIF4G1,MFAP1,0.62128794
EMC4,EMC7,0.6301995
NUP54,TUBGCP3,0.6321353
BTF3,CMAS,0.63295764
MED24,PET112,0.6329731
EMC6,ERH,0.63400906
PGK1,RPS18,0.6364953
ICT1,MTOR,0.6458355
DDX46,PSMD4,0.6467951
BOD1L1,PRIM2,0.65024745
CKAP5,MPHOSPH6,0.6529079
CEP63,COX16,0.652952
MRPL36,NUTF2,0.65498745
PSMB6,PSPH,0.6553977
COG3,NOL8,0.65571433
ASNA1,CDK12,0.65591836
GTF2H4,ICT1,0.6561843
CDC23,MINOS1-NBL1,0.6592786
METAP2,SLC39A9,0.663328
EXOSC4,RPL10,0.6653325
MTERFD1,PSMD1,0.66609746
MRPL15,PSMD4,0.66992533
GTF2H4,TUBGCP4,0.6704257
METAP2,WDR70,0.6714577
CHMP2A,CYB5B,0.6718545
CKAP5,FIP1L1,0.67296135
BUB1B,XPO1,0.6737237
ATP6AP1,GEMIN4,0.6761733
COX6C,MRPS11,0.67722964
LONP1,WDR61,0.6793092
MRPL13,SSB,0.68329847
ATP5F1,SCYL1,0.6908063
CEP63,RPL35,0.6918843
MCM3AP,MRPL36,0.69282746
ARIH1,ZCCHC9,0.6932313
GINS4,MRPL19,0.69567114
OPA1,TIMM23B,0.7005311
EIF3C,MRPS14,0.7025162
MED22,ZNF830,0.7041382
CDK12,MTBP,0.7062011
NDUFB1,USE1,0.7063571
DONSON,MTOR,0.7066897
COPE,RPL23,0.70707774
GTF2H1,RAD51,0.7075984
MFAP1,NDUFB4,0.7091833
EXOSC4,MPHOSPH6,0.7095611
MED24,NDUFA9,0.71159387
EMC7,PSMB6,0.71399033
DCAF7,GFI1B,0.71634126
KCTD10,QARS,0.71756715
EXOSC2,PSPH,0.72311735
RPL10,TIPIN,0.723177
GFI1B,NOL8,0.73057103
PTCD1,TIPIN,0.7309056
PNN,PSMD12,0.7332812
DHODH,MTOR,0.7336926
INTS5,LARS,0.73779976
AFG3L2,VPS4A,0.74034417
Ltn1,PMF1,0.7414874
ATP6V1G1,UBA2,0.74441046
NOL8,RPL36A,0.7453587
SMNDC1,YTHDC1,0.75301737
SGOL1,USE1,0.75386167
EMC4,MAT2A,0.7610805
MAX,MRPS5,0.7652499
PPP2R1A,RFC4,0.7658957
KIAA1731,PSMC6,0.76636004
SCYL1,TIMM23B,0.7674166
LARS,NUDC,0.7720307
MED22,VPS72,0.7742757
MED14,MFAP1,0.7768219
DARS,GTF3C3,0.77838624
MRPL10,NUDC,0.78239775
MED14,TAZ,0.78303164
MRPS21,PSMC1,0.7901118
NDUFB4,RPL36A,0.7947875
RPL35,RPL36A,0.80081695
PSMC1,SKA3,0.803642
PGK1,XPO1,0.80773133
SKA3,UBA3,0.8139232
MED23,POLD1,0.8172144
EXOSC9,MED23,0.8174304
CHMP2A,PTTG1,0.8191216
HUS1,RFC4,0.8231112
EMC6,TIMELESS,0.8238415
APOOL,OPA1,0.83226025
AARS2,PSMB6,0.83608305
FAM208A,RPS28,0.84539485
IMPDH2,ZNF574,0.84687155
EMC4,PELO,0.8487607
HUS1,POLD1,0.8576299
MED14,RPTOR,0.8585719
SCYL1,SNRPG,0.8601052
FAM50A,MTPAP,0.86038744
ATP5J2,PPP2R1A,0.8636201
EIF2B5,USMG5,0.8681712
ANAPC13,CCNK,0.87278557
LUC7L3,TRNAU1AP,0.87370014
EIF3H,EIF4A1,0.8788817
ELP4,MBTPS2,0.89033884
SCYL1,TRPM7,0.8949644
MAPKAP1,MED23,0.896487
LEO1,POLD3,0.8989797
NAA25,TAF2,0.89968467
IMPDH2,PPP2R1A,0.9017599
NDUFA8,RPTOR,0.91045064
EIF6,PSMD1,0.9175122
COX7C,PGK1,0.918189
ANAPC13,CDC26,0.9185177
HYPK,MFAP1,0.91860443
NEMF,RPL30,0.9322753
RFC4,UBA2,0.93407476
SFXN1,XPO1,0.9569884
PSMC2,TAF2,0.96766555
MRPS25,PSMD1,0.97377676
FARSA,TRMT5,0.97684264
AATF,MCM3AP,0.9865441
CLSPN,HUS1,0.9917293
MTHFD2,RAE1,0.99794775
