Gene1,Gene2,Error
ARL2,KIAA1731,0.27324343
KIAA1731,PAFAH1B1,0.27342588
NUP85,PPP2R1A,0.27367157
NDUFB1,PGK1,0.2736736
PELO,RPLP1,0.2777936
EIF3H,SKA3,0.27813578
EIF3H,RPL13,0.2788951
CHMP2A,PELO,0.2796535
CIRH1A,XRN2,0.28001964
ARIH1,ZNF574,0.2801537
PPWD1,RAD51,0.28055567
SEC22B,WDR61,0.2809509
HUS1,TRA2B,0.28157073
GPN3,LEO1,0.28159475
LEO1,PSMB7,0.2819608
EMC1,MBTPS2,0.28274113
PELO,UBA3,0.28436738
INTS3,MTERFD1,0.28492075
INTS3,XRN2,0.2850687
SKA3,TAZ,0.28509915
AURKA,TCOF1,0.2862357
KIAA1731,SEC22B,0.2863468
HUS1,METAP2,0.2867093
LARS,LEO1,0.28807223
ANAPC13,MBTPS2,0.28811622
SSB,TIMELESS,0.28828675
MARS,PPP2R1A,0.29059368
KIF14,PELO,0.290847
KARS,LEO1,0.29106045
PELO,PNN,0.29112303
RPL36A,SRSF7,0.29113406
PAFAH1B1,RPL36A,0.291978
ATP6V1G1,WDR7,0.29233247
NAA50,TIMELESS,0.29235256
CACTIN,HUS1,0.29291725
INTS5,NCAPD2,0.2930346
MED23,NDUFB2,0.29393822
NOLC1,XRN2,0.29437715
LEO1,SLC7A6OS,0.2948293
PELO,POLN,0.29503626
CARS2,PGK1,0.2950434
CACTIN,TIMELESS,0.2954905
MRPL22,PSMD12,0.29553515
TAZ,TIMM23B,0.29612094
NUP43,TIMELESS,0.2963543
CDK1,PELO,0.29749376
LEO1,NAMPT,0.29753715
GNL3L,KIAA1731,0.2987033
INTS5,SNRPD3,0.29898906
NUP54,TIMELESS,0.29899597
AURKA,UBA2,0.29908043
MRPS5,TAF2,0.29911733
MRPS5,MTOR,0.30134666
ATP5F1,MAX,0.30165586
NDUFB1,TAZ,0.30171907
HUS1,SDHC,0.30251533
PAFAH1B1,RPL28,0.30275768
CHMP2A,NUDC,0.303369
CARS,XRN2,0.30418974
SCYL1,VPS4A,0.3050791
ARL2,ZMAT5,0.30511504
INTS5,SLC39A9,0.30594927
MED23,VPS29,0.30632472
MED14,PSMD1,0.30643904
TAF2,UBA2,0.30647856
BTF3,MCM4,0.30731672
NUDC,NUP43,0.30756843
NUP54,WDR61,0.30772495
CENPM,TAF2,0.30852723
HUS1,MCM4,0.30900723
EIF6,XRN2,0.309784
PAXBP1,PWP1,0.31089672
COPS4,INTS5,0.31096476
MRPS5,VPS29,0.3118645
KCTD10,MRPL36,0.31290275
CKAP5,NUDC,0.31319666
SRSF7,YTHDC1,0.313511
DONSON,GNL3L,0.31358212
EMC1,MED23,0.31377065
HUS1,POLE2,0.3138966
ARL2,RPLP1,0.31412816
COG3,NUDC,0.31457263
LEO1,NAT10,0.31463093
HUS1,RAD51,0.3148716
DCAF7,ZNF574,0.3150003
NEMF,PAFAH1B1,0.31518447
CENPM,MFAP1,0.31569624
RPL27,TCOF1,0.31611335
ARL2,CDC23,0.31659263
EIF3H,SNRPD3,0.31661713
GINS4,MED23,0.31680298
ARL2,CEP63,0.31698418
SAP18,SKA3,0.31712002
DONSON,TRA2B,0.31744725
ARL2,RPL23,0.31824118
RPL28,ZNF830,0.3183828
FAM98B,INTS5,0.31871098
MBTPS2,RPL30,0.31879663
EMC4,MED23,0.32047528
PRIM2,UBA2,0.32073587
KCTD10,MRPS21,0.32087845
MFAP1,PITRM1,0.3214066
MRPL33,PGK1,0.322289
OPA1,POLE,0.32234076
RBM17,TIMELESS,0.3225873
FAM98B,HSCB,0.3235149
GTF2H4,MINOS1-NBL1,0.32465947
TIMELESS,WDR77,0.32472628
GFI1B,MRPL36,0.3257957
CDCA8,UBA2,0.32581073
MRPL22,SRP19,0.32616627
MRPL10,PGK1,0.32635128
PTTG1,RPL32,0.32695836
KIAA1731,PWP1,0.3271321
CDC73,LEO1,0.3274135
KIF14,SRSF7,0.32763308
PSMD1,XPO1,0.32773465
MRPL22,PSMC1,0.32835484
ATXN10,RNGTT,0.32893637
BOD1L1,CENPM,0.32895762
NEMF,PSMD4,0.32936448
DCAF7,TIMELESS,0.32980603
EIF3C,PSMD1,0.32990527
INTS5,MASTL,0.33002794
COPE,SCYL1,0.33071434
MED23,PPCS,0.33084393
ROMO1,TAZ,0.3312686
PWP1,TCOF1,0.33149433
PPCS,TCOF1,0.33184648
KIAA1731,LUC7L3,0.33244807
CEP63,SGOL1,0.3330288
CIT,MFAP1,0.3334126
CDK12,MED1,0.333965
GTF2H4,RNGTT,0.33397758
ATP5J2,CMAS,0.33484513
MRPL22,PSMD6,0.33547598
ARL2,CEP192,0.33594173
MRPL36,TAZ,0.33599055
BOD1L1,SCYL1,0.33744305
LIAS,TCOF1,0.33755636
MED14,RBBP8,0.33781838
MASTL,TCOF1,0.33787513
NUP54,SGOL1,0.3386569
MRPL50,TIMELESS,0.33887708
QARS,WDR61,0.33974308
AURKA,EMC1,0.3398317
PPWD1,SRSF7,0.34000683
OPA1,TIMM23B,0.34009874
EXOSC2,RPL35,0.3401144
CENPK,COPS5,0.3407836
COA3,FAM208A,0.3408025
SSBP1,TAZ,0.34086716
ANAPC13,SGOL1,0.34095478
BNIP1,SSB,0.3413254
FIP1L1,TIPIN,0.3414309
CENPW,SGOL1,0.34145385
HUS1,POLD1,0.3425094
NCBP1,ZNF574,0.34310788
EIF4G1,MRPL22,0.34399337
PSMD4,SSBP1,0.34422755
COG3,SCYL1,0.3460567
CENPK,PPWD1,0.34626025
ANAPC13,TIPIN,0.34655255
FAM208A,NOP58,0.34658837
GFI1B,SNRPB,0.3470289
ABCB7,TAF2,0.34709674
MED14,USE1,0.34739548
Ltn1,SAP18,0.3487239
COX6C,MTBP,0.34879577
GFI1B,RRM1,0.3492862
BUB3,CENPM,0.3497665
POLE2,UBA2,0.35038817
NUP43,TRA2B,0.35063052
COX7C,PGK1,0.3507632
CAMLG,FIP1L1,0.35086107
MINOS1-NBL1,VPS29,0.35133803
ANAPC13,GNL3L,0.35149843
AFG3L2,NDUFA8,0.3523407
GNL3L,METTL17,0.35273707
BOD1L1,MCM3AP,0.3530516
PFAS,UMPS,0.353323
CCNK,MED23,0.35333055
NDUFA8,PSMC1,0.35344315
EMC2,FDPS,0.3540296
NDUFB4,POLN,0.3543074
PSMD6,TAF2,0.35559976
ATP1A1,MRPS11,0.35632598
STXBP4,TIMELESS,0.35643315
NUBP1,ORAOV1,0.3565061
GTF2H4,MRPS10,0.3566677
COPE,RPL23,0.3573299
GINS4,METAP2,0.35747653
EMC1,FDPS,0.35852283
CMAS,VPS29,0.3585307
NDUFA8,PSMC6,0.35973895
CCDC84,ZMAT5,0.36003816
LIAS,ZWINT,0.36043668
CKAP5,METAP2,0.36100775
EIF3H,EIF4A1,0.36179137
MZT1,SSB,0.3621117
ACTR10,ANAPC13,0.36222863
CAMLG,KIF14,0.36268723
MASTL,SGOL1,0.36282343
GINS4,NUP54,0.36376512
SGOL1,TBC1D31,0.36421722
EMC7,FDPS,0.36441433
CEP63,NAA50,0.36467832
SEH1L,VPS29,0.36580062
FIP1L1,GOLT1B,0.36582983
IMPDH2,PAXBP1,0.36677766
EMC6,FDPS,0.36715382
MED17,NEMF,0.36773145
CEP192,GNL3L,0.36840647
ATP6AP1,EMC4,0.36907566
ASCC3,SRP19,0.3701083
INTS3,SSB,0.37068933
MCM3,PDCD7,0.37095734
CTNNBL1,MRPS14,0.3712188
CIRH1A,SRFBP1,0.37247777
CAPZB,TAF2,0.3726732
GTF2E1,NDUFB4,0.37284172
ROMO1,SSBP1,0.3729018
MED22,RPL35,0.3731838
Ltn1,POLE,0.3733567
POLA1,RPL36A,0.3737188
ACTR10,COPS2,0.3739462
NUP85,TRA2B,0.37552333
EIF4G1,MFAP1,0.3756221
EMC7,MRPS14,0.37618482
MTOR,NDUFA9,0.37629074
FAM98B,SSB,0.3778152
NUTF2,ZNF598,0.37940598
BTF3,CMAS,0.37983483
ATP6AP1,EMC7,0.37988156
NFYC,NUP54,0.3811769
ASCC3,USE1,0.38142675
PPWD1,SDHC,0.3827996
MFAP1,SF3B1,0.38498127
FAM50A,PET112,0.3881601
MFAP1,TBC1D31,0.38825512
COX6C,TTI2,0.38910323
POLE2,SSB,0.38953072
MED23,POLD1,0.3955421
MRPS11,RINT1,0.40010044
GTF2H1,PMPCB,0.40789342
CDC26,TCOF1,0.40798327
RBM25,UBA3,0.41094384
ANKZF1,ARL2,0.4123713
POLD3,SLC35A1,0.41840348
DYNC1H1,RPL24,0.4226184
EIF6,PSMD1,0.42352104
CYB5B,OPA1,0.42780894
CTNNBL1,MRPL13,0.4293116
RPL36A,SLC7A1,0.43031555
ATP5A1,PRIM2,0.43818054
EXOSC6,MRPL22,0.44352853
MED28,RPL23,0.445608
ATP5F1,EMC2,0.4481795
INTS5,NCBP1,0.44870234
FDPS,RRM1,0.46735847
LONP1,WDR61,0.46808
EMC4,EMC7,0.4681704
NUP43,NUP85,0.47975755
NSMCE1,PMPCB,0.4809418
NUTF2,QARS,0.50112474
FAM98B,MAX,0.5067168
ATP6AP1,GTF3C3,0.512933
CLSPN,HUS1,0.51455814
MED1,PPCS,0.5159835
OPA1,RNGTT,0.51772
EXOSC4,MPHOSPH6,0.52824986
FDPS,SKIV2L,0.5338409
EXOSC2,PSPH,0.53866315
ANAPC13,CDC27,0.54078144
MRPL32,PSMD12,0.54564863
ASNA1,CDK12,0.5561985
BUB3,NUTF2,0.55637485
CIT,SCO1,0.562258
CEP63,MASTL,0.56953406
CCNK,SGOL1,0.5853305
BTF3,SDHC,0.59267944
GEMIN2,MRPS11,0.5981985
QARS,TRA2B,0.59921646
EIF4G1,MCM3AP,0.6040066
CHMP2A,CYB5B,0.6053378
MED1,RRM1,0.60715723
BNIP1,POLN,0.6107496
ATP6AP1,SYVN1,0.61262864
CEP63,COX16,0.6135444
ICT1,MTOR,0.61379665
PHF5A,ZCCHC9,0.61751246
MRPS28,PDCD7,0.61956024
MED17,PDSS2,0.619872
ATP5F1,SCYL1,0.62061894
MRPS30,PDCD7,0.6219569
NUP54,TUBGCP3,0.6222114
CEP152,COPE,0.62250495
TTI2,WDR70,0.6227487
MRPL36,POLD3,0.62305963
MRPL13,SSB,0.6236522
ATP6AP1,GEMIN4,0.6271954
MED24,PET112,0.6274598
HSCB,MINOS1-NBL1,0.6275124
GINS4,MRPL19,0.6278829
CDC16,METTL17,0.62831295
PAXBP1,RPL24,0.62896013
MTERFD1,PSMD1,0.630382
CKAP5,FIP1L1,0.6307107
SAP18,SLC35A1,0.63226515
NFYC,ZMAT5,0.6333369
AURKA,POLR3B,0.6341216
CKAP5,MPHOSPH6,0.6341856
NOL8,RPL36A,0.6343565
GTF2H4,ICT1,0.63558114
BOD1L1,PRIM2,0.63629454
MRPL36,NUTF2,0.6394662
METAP2,WDR70,0.6399408
EMC6,ERH,0.64030594
MCM3AP,MRPL36,0.6403597
APOOL,OPA1,0.640652
DCAF7,GFI1B,0.64168185
GTF2H4,TUBGCP4,0.64169425
CDC23,MINOS1-NBL1,0.6426393
RPL8,VPS72,0.64395326
RPL10,TIPIN,0.6441499
EIF3C,MRPS14,0.6442102
BUB1B,XPO1,0.6452512
METAP2,SLC39A9,0.64533424
MFAP1,NDUFB4,0.6461909
GFI1B,NOL8,0.64718264
CEP63,RPL35,0.64750385
COX6C,MRPS11,0.64774346
MED22,ZNF830,0.6514258
ADPRM,PSMD4,0.652167
TUBGCP5,XRN2,0.65387785
KCTD10,QARS,0.65447706
SGOL1,USE1,0.6545099
PPP2R1A,RFC4,0.655004
DHODH,MTOR,0.65514034
MRPL24,TIMELESS,0.6559569
PNN,PSMD12,0.65652263
SMNDC1,YTHDC1,0.65700006
NDUFB1,USE1,0.6582171
LARS,NUDC,0.6588549
ARIH1,ZCCHC9,0.659063
PSMB6,PSPH,0.6594135
CDK12,MTBP,0.6600015
Ltn1,PMF1,0.6607378
NDUFB4,RPL36A,0.66117865
INTS5,LARS,0.662267
DDX46,PSMD4,0.66297615
RPL32,ZWINT,0.66390055
COG3,NOL8,0.6657703
AURKA,RPL23,0.66596293
AFG3L2,VPS4A,0.66645694
MRPL10,NUDC,0.6686472
ATP6V1G1,UBA2,0.6686588
PGK1,RPS18,0.6701816
EMC7,PSMB6,0.6702166
PTCD1,TIPIN,0.6723059
MAX,MRPS5,0.67455626
RPL35,RPL36A,0.67634296
KIAA1731,PSMC6,0.6769492
CHMP2A,PTTG1,0.67748135
MED14,MFAP1,0.6793616
MRPL15,PSMD4,0.6816811
PSMC1,SKA3,0.6826062
SKA3,UBA3,0.6872332
DONSON,MTOR,0.69022614
MED22,VPS72,0.69023097
EMC6,TIMELESS,0.6926128
MED14,TAZ,0.694388
EXOSC9,MED23,0.69684154
SCYL1,TIMM23B,0.69828326
SCYL1,SNRPG,0.6999189
PGK1,XPO1,0.7017714
IMPDH2,ZNF574,0.7089527
EMC4,PELO,0.71017325
ATP5J2,PPP2R1A,0.7132887
MAPKAP1,MED23,0.7228182
IMPDH2,PPP2R1A,0.73234385
ELP4,MBTPS2,0.7344288
LEO1,POLD3,0.74554646
EXOSC4,RPL10,0.7508048
GTF2H1,RAD51,0.7546904
CCDC84,GEMIN2,0.75902516
AARS2,PSMB6,0.79384816
FAM208A,RPS28,0.7946312
MRPS21,PSMC1,0.797736
EMC4,MAT2A,0.8094573
MRPS25,PSMD1,0.818875
HUS1,RFC4,0.82704633
HYPK,MFAP1,0.8297366
DARS,GTF3C3,0.85379297
ANAPC13,CCNK,0.8546901
MED24,NDUFA9,0.8878729
PSMC2,TAF2,0.8912144
NEMF,RPL30,0.90496606
LUC7L3,TRNAU1AP,0.9176205
EIF2B5,USMG5,0.9184031
MAPKAP1,MRPS27,0.9302237
SCYL1,TRPM7,0.9472026
MTHFD2,RAE1,0.952395
KCTD10,MRPL46,0.95938855
FAM50A,MTPAP,0.9617807
NAA25,TAF2,0.9619131
ANAPC13,CDC26,0.9640769
RFC4,UBA2,0.9731637
AATF,MCM3AP,0.98090065
MRPL46,PSMD1,0.9833842
SFXN1,XPO1,0.98873824
MED14,RPTOR,0.994963
NDUFA8,RPTOR,0.9954484
FARSA,TRMT5,0.99861026
