Gene1,Gene2,Error
ANKZF1,CEP152,0.030615836
EEF1G,SGOL1,0.030819224
COX16,RPF2,0.03143029
EIF5B,NOL8,0.032964896
EIF4G1,EIF6,0.032977287
LEO1,NDUFB1,0.03337574
POLD1,USE1,0.03368105
KCTD10,PPP2R1A,0.034113765
CIRH1A,GNL2,0.03483262
NIP7,SLC7A1,0.03483546
NDUFA2,ZNRD1,0.035270974
ACTR10,SMC5,0.036293607
NUBP1,WDR36,0.03638045
MRPS28,NCBP1,0.036950596
HUS1,WDR61,0.03695327
WDR61,WDR7,0.037059188
MRPS23,SRSF7,0.03730026
CCT8,SNRPC,0.037873637
DDX18,MRPS16,0.038526125
MBTPS2,NUDC,0.039721727
CARS2,NSMCE4A,0.04005337
ACTR10,PDRG1,0.04037003
LEO1,RTF1,0.042189717
PPP2R1A,TAF2,0.04301828
PPP2R1A,SNRPG,0.04395014
CCDC84,EFR3A,0.044537626
DCTN4,POLR2K,0.046091974
RRM1,STXBP4,0.046399925
BOD1L1,ZMAT2,0.04651885
COPS4,NSMCE4A,0.047013264
DHX37,TSEN2,0.047038484
LEO1,PNN,0.047067344
MED23,TIMELESS,0.04764563
HCCS,MRPL42,0.0477001
PPAT,TRPM7,0.047876343
GFI1B,PELO,0.047886193
ANAPC13,PPP2R1A,0.048145592
MRPL39,PSMB7,0.048993044
PELO,RPL36A,0.04939568
PELO,PSMD1,0.050922334
SLC35A1,TAF1A,0.051715635
LEO1,SDHC,0.052915573
MRPL50,PPAT,0.053003296
LEO1,MAX,0.05340731
AATF,MINOS1,0.05454846
SNIP1,ZNRD1,0.054905437
FDPS,HCCS,0.055143476
SFXN1,UBA3,0.05638139
BDP1,NDUFA8,0.057824638
PPP2R1A,UBA3,0.05787909
EIF3H,NOC2L,0.058119364
DHX37,POLR3B,0.05932155
CENPM,MBTPS2,0.060120046
FDPS,PPP2R1A,0.06020522
ATP5A1,DHX37,0.060409848
NSMCE4A,ZNHIT6,0.060478445
PTCD3,TRA2B,0.060730867
DNTTIP2,NCBP1,0.060789313
COPS5,PPP2R1A,0.060975313
PAFAH1B1,ZNF574,0.061858833
KIF14,PPP2R1A,0.0620085
NUP85,PPP2R1A,0.06223917
LEO1,PSMC6,0.06516522
MRPL43,MRPS18B,0.06644994
ARL2,KIAA1731,0.06710738
AURKA,TAF1A,0.067175426
SCO1,SNRPB,0.06728404
MRPS21,TSEN2,0.06736782
RPF2,SRFBP1,0.06914409
CENPK,WDR61,0.07035726
CDK1,LEO1,0.07265091
KDM1A,LEO1,0.07278168
CDC27,PPCS,0.07532026
GNL2,ZNF830,0.077905096
SEC22B,WDR61,0.08079672
PPP2R1A,PSMD6,0.08096719
EIF4G1,MRPL15,0.082504146
ANAPC13,MBTPS2,0.08333236
FAM98B,HSCB,0.08501549
SKIV2L2,TAF1,0.08528197
BUB3,PHF5A,0.08648504
EIF3H,SKA3,0.08686608
GPN3,LEO1,0.08724511
MRPS28,POLR3B,0.08768044
LARS,LEO1,0.0877592
PNISR,POLN,0.08842312
PELO,PNN,0.08932936
HUS1,METAP2,0.090710044
ERH,ZNF574,0.090856194
KARS,LEO1,0.090914845
HUS1,TRA2B,0.09228629
MED23,NDUFB2,0.09335947
CENPK,VPS72,0.09357089
MRPS35,TOMM22,0.093942784
PELO,UBA3,0.094209254
KCTD10,MRPS5,0.094306946
GTPBP4,TRA2B,0.09473686
CHMP2A,PELO,0.094821155
FAM98B,MED24,0.0954828
DCAF7,DDX46,0.09727326
ARIH1,ZNF574,0.098419905
CAPZB,IARS,0.09848896
CIRH1A,XRN2,0.09860325
KIF14,PELO,0.0987438
PELO,RPLP1,0.098823965
CCNK,EXOSC9,0.099691816
KIAA1731,PAFAH1B1,0.101807356
CDC26,SNRPD3,0.10208312
MRP63,PHF5A,0.10377545
ATP5F1,SNRPC,0.10437547
NDUFB1,TUBGCP5,0.10536142
RAD51,RPL27,0.105465665
KIAA1731,SEC22B,0.105594754
INTS5,NCAPD2,0.10949874
TOMM22,TRNAU1AP,0.110662036
GNL3L,KIAA1731,0.11087936
MARS,PPP2R1A,0.11088365
HUS1,SDHC,0.11253667
NUP54,WDR61,0.113073826
NDUFB1,PGK1,0.11397785
MRPS5,MTOR,0.11480135
ATP6V1G1,WDR7,0.11523092
NAA50,TIMELESS,0.115351915
PAFAH1B1,RPL36A,0.11632222
ATP5F1,MAX,0.11685699
MRPS5,TAF2,0.11725855
LEO1,PSMB7,0.118715584
MED14,PSMD1,0.121000946
NUP54,TIMELESS,0.12212229
NUP43,TIMELESS,0.12238258
PAXBP1,PWP1,0.122751966
MED23,VPS29,0.12337589
PELO,POLN,0.12415463
DYNC1H1,NFYC,0.12415601
AURKA,TCOF1,0.12455487
MCM3,PDCD7,0.12484219
DYNC1H1,MRPL42,0.12507448
CKAP5,NUDC,0.12557185
NUDC,NUP43,0.12574935
SSB,TIMELESS,0.12584555
ANKZF1,ARL2,0.1258722
GINS4,MED23,0.12587833
ACTR10,EIF3M,0.12637381
MRPL22,PSMD12,0.12657654
MRPS35,NDUFA9,0.12706904
PDSS2,RINT1,0.12712383
POLN,QARS,0.12920055
SKA3,TAZ,0.13438022
ANKZF1,RPL36A,0.1357799
CDK1,PELO,0.13645458
FAM98B,MAX,0.13681963
CHMP2A,NUDC,0.13735831
NOLC1,XRN2,0.13746935
EMC1,MBTPS2,0.14139438
DLST,MED28,0.14191146
ARL2,CEP63,0.14242977
CACTIN,HUS1,0.14308715
NUP43,ZNRD1,0.14591986
COG3,NUDC,0.1459372
SAP18,SKA3,0.14594716
COPS4,INTS5,0.14600015
PPWD1,RAD51,0.14621139
ARL2,CDC23,0.14630824
INTS3,XRN2,0.14633709
INTS5,SNRPD3,0.14738327
EMC4,MED23,0.14868939
INTS5,SLC39A9,0.1494844
PHF5A,ZCCHC9,0.15039237
TAF2,UBA2,0.15084422
MRPS5,VPS29,0.15126288
CSTF3,EIF3D,0.1514774
DYNC1H1,RPL24,0.15180768
IARS,USMG5,0.1530882
ARL2,ZMAT5,0.15355837
ASNA1,RFC5,0.15581991
ARL2,RPLP1,0.15721852
BTF3,MCM4,0.15951654
DDX18,NCAPD2,0.16126622
CENPM,MFAP1,0.16179562
CENPM,TAF2,0.16262513
SCYL1,VPS4A,0.1643247
EMC1,MED23,0.16592908
HUS1,POLE2,0.1660412
DHX37,VPS29,0.16776046
C9orf114,EMG1,0.16934343
MRPL22,SRP19,0.17000026
PPCS,TCOF1,0.1706261
NFYC,POLR2B,0.1723869
NOP58,SKIV2L,0.1728294
BUB3,COPS2,0.17417505
PSMC1,TIMM9,0.17536263
NOL8,USMG5,0.17544024
DCAF7,ZNF574,0.17611551
CACTIN,TIMELESS,0.17676806
EIF3C,PSMD1,0.17773753
HUS1,RAD51,0.17818582
PSMD1,XPO1,0.17855054
MFAP1,PITRM1,0.18072629
PAFAH1B1,RPL28,0.18074381
MED23,PPCS,0.18509018
ANAPC13,SGOL1,0.18676424
NDUFB1,TAZ,0.18704134
LIAS,TCOF1,0.18957037
POLR2K,SYVN1,0.19177744
CARS2,PGK1,0.19187796
EIF3H,SNRPD3,0.19267958
CARS,XRN2,0.19336742
PMPCB,RBM17,0.19350964
SKA3,SRSF7,0.19406146
MRPS30,PDCD7,0.19427007
GTF2H1,RPL27,0.19474621
GFI1B,MRPL36,0.19475687
MED24,ZNF598,0.19764785
CDCA8,UBA2,0.1984585
AURKA,UBA2,0.19862098
MRPL22,PSMD6,0.1995483
HUS1,MCM4,0.19972914
RPL28,ZNF830,0.19994408
ATXN10,NOL8,0.20008105
CENPK,COPS5,0.20111263
ANAPC13,GNL3L,0.20172226
NUP54,SGOL1,0.2030338
MRPS28,PDCD7,0.20385022
RPL27,TCOF1,0.20552152
ARL2,CEP192,0.20568526
PPIE,ZNF511,0.20627053
ATP5F1,EMC2,0.20670097
ATP6AP1,MRPS28,0.20802145
CEP63,SGOL1,0.20891547
BOD1L1,CENPM,0.21055853
LEO1,NAT10,0.2124964
QARS,WDR61,0.21456718
NDUFB4,POLN,0.21473256
ARL2,RPL23,0.21543193
NDUFA9,PDSS2,0.21583799
MRPL22,PSMC1,0.2159056
KIAA1731,LUC7L3,0.21641093
RPL36A,SRSF7,0.21645129
KCTD10,MRPL36,0.21660972
ANAPC13,TIPIN,0.21877158
FDPS,SKIV2L,0.22188672
CENPW,SGOL1,0.22312653
COX16,LIAS,0.22317497
RBM17,TIMELESS,0.22342801
PPWD1,SDHC,0.22357254
DCAF7,TIMELESS,0.22518754
TAZ,TIMM23B,0.2252332
GEMIN2,MRPS11,0.22600703
BOD1L1,SCYL1,0.22707301
MED28,RPL23,0.22760727
ATXN10,REXO2,0.23008887
MRPL33,PGK1,0.23112941
FAM98B,INTS5,0.23131788
MASTL,TCOF1,0.23143315
GTF2H4,MINOS1-NBL1,0.23612922
COA3,FAM208A,0.2363053
CAPZB,GTF2H1,0.23696119
COG3,SCYL1,0.23742068
EIF4G1,MRPL22,0.23857921
CIT,MFAP1,0.24062675
PRIM2,UBA2,0.24069262
DONSON,GNL3L,0.24669814
PWP1,TCOF1,0.2468254
AURKA,POLR3B,0.24696846
ATP5J2,FAM50A,0.24746622
PSMD4,SSBP1,0.2478624
FAM208A,NOP58,0.2484923
FIP1L1,TIPIN,0.25043434
BOD1L1,MCM3AP,0.2516029
NUP43,TRA2B,0.2518459
MRPS10,PMPCB,0.25244343
INTS3,MTERFD1,0.25309968
MED14,USE1,0.25454122
GFI1B,RRM1,0.25696945
COX6C,MTBP,0.25830507
NCBP1,ZNF574,0.25878417
CCNK,SGOL1,0.25891274
CCNK,MED23,0.25899988
BTF3,DLST,0.25987932
GTF2H4,RNGTT,0.26070327
INTS5,MASTL,0.26280528
CKAP5,METAP2,0.26454788
EIF3H,RPL13,0.2653395
NEMF,PAFAH1B1,0.26606363
MED1,PPCS,0.26849023
CTNNBL1,MRPL13,0.27119264
SSBP1,TAZ,0.27304208
ADAT2,SEC22B,0.2732484
IMPDH2,PAXBP1,0.27492186
COPE,SCYL1,0.27586728
GINS4,METAP2,0.27609938
ATP5A1,PRIM2,0.27646858
NEMF,PSMD4,0.277452
PFAS,UMPS,0.27819765
PTTG1,RPL32,0.27917534
ROMO1,TAZ,0.27934372
HSCB,MINOS1-NBL1,0.284171
POLE2,UBA2,0.28737622
MRPL10,PGK1,0.2882306
CEP63,MASTL,0.28882417
EXOSC2,RPL35,0.28985482
MRPS11,RINT1,0.29064655
OPA1,POLE,0.2907888
CENPK,PPWD1,0.29145586
ATXN10,RNGTT,0.29242313
CDK12,MED1,0.29243493
MRPL36,TAZ,0.29262912
DONSON,TRA2B,0.29276967
ATP5J2,CMAS,0.29306996
POLD3,SLC35A1,0.2932678
GINS4,NUP54,0.29328638
ATP1A1,MRPS11,0.29440475
CEP63,NAA50,0.2951787
BNIP1,SSB,0.29727548
POLA1,RPL36A,0.3019268
ATP6AP1,MRPS21,0.30208704
COPE,LUC7L3,0.3029116
LIAS,ZWINT,0.30615848
NUP54,TUBGCP3,0.30722582
KCTD10,MRPS21,0.30742973
CEP192,GNL3L,0.30787712
GTF2H4,MRPS10,0.30852336
PSMD6,TAF2,0.3093081
LEO1,SLC7A6OS,0.31489354
CMAS,VPS29,0.31622094
KIF14,TIMM9,0.31687546
CYB5B,OPA1,0.31895736
MINOS1-NBL1,VPS29,0.32024103
SEH1L,VPS29,0.321052
MED14,RBBP8,0.32202035
EIF6,XRN2,0.3221196
MZT1,SSB,0.32268757
ASCC3,SRP19,0.32381213
ABCB7,TAF2,0.32431978
MBTPS2,RPL30,0.32445914
NDUFA8,PSMC6,0.3282653
GNL3L,METTL17,0.328299
AFG3L2,NDUFA8,0.32851928
BUB3,CENPM,0.33165234
LEO1,NAMPT,0.33267993
FIP1L1,GOLT1B,0.3330828
GFI1B,SNRPB,0.33310324
FAM50A,PET112,0.333561
RBM25,UBA3,0.33367023
EMC2,FDPS,0.33659947
OPA1,RNGTT,0.3379861
INTS5,NCBP1,0.3389116
ACTR10,ANAPC13,0.33974153
MTOR,NDUFA9,0.33992177
SRSF7,YTHDC1,0.33997524
MRPL36,POLD3,0.34155154
ASCC3,USE1,0.34193993
COQ2,MRPS10,0.3435192
CAMLG,FIP1L1,0.34656322
NUBP1,ORAOV1,0.34693682
KIAA1731,PWP1,0.34964156
ROMO1,SSBP1,0.3514369
ATP6AP1,EMC7,0.3526619
MRPL50,TIMELESS,0.35395646
ATP6AP1,EMC4,0.3552478
BNIP1,POLN,0.35733333
SGOL1,TBC1D31,0.36249655
CAMLG,KIF14,0.3628071
KIF14,SRSF7,0.36301523
INTS3,SSB,0.36368614
NFYC,NUP54,0.36541277
NUP85,TRA2B,0.36592954
CIRH1A,SRFBP1,0.36698407
TIMELESS,WDR77,0.3671313
OPA1,TIMM23B,0.36737055
NDUFA8,PSMC1,0.37242877
MFAP1,SF3B1,0.37348711
Ltn1,SAP18,0.37368762
BTF3,CMAS,0.374699
MED17,NEMF,0.3749345
LONP1,WDR61,0.37585405
NUTF2,QARS,0.37593573
EXOSC6,MRPL22,0.3772171
NSMCE1,PMPCB,0.38304007
LUC7L3,POLD3,0.3843405
NUP43,NUP85,0.38446707
QARS,TRA2B,0.38753504
CCDC84,ZMAT5,0.38857847
PGK1,RPS18,0.38927072
PAXBP1,RPL24,0.3913842
EIF4G1,MFAP1,0.3918681
MFAP1,TBC1D31,0.39230245
EMC7,MRPS14,0.39505053
GTF2E1,NDUFB4,0.39540482
RPL36A,SLC7A1,0.39589536
NUTF2,ZNF598,0.39852494
MRPL32,PSMD12,0.40186328
EMC6,FDPS,0.40251184
EXOSC2,PSPH,0.40549183
MED22,RPL35,0.4079427
POLE2,SSB,0.4162578
HUS1,RFC4,0.4210595
MASTL,SGOL1,0.4212259
CLSPN,HUS1,0.42266935
CTNNBL1,MRPS14,0.42410845
EMC7,FDPS,0.43091697
ATP5F1,SCYL1,0.4339867
CDCA8,DLST,0.4362305
CAPZB,TAF2,0.43699688
CEP152,COPE,0.454708
CDC23,MINOS1-NBL1,0.45804876
STXBP4,TIMELESS,0.46244824
AURKA,RPL23,0.46747985
BUB3,NUTF2,0.4691514
COX6C,TTI2,0.4715826
HUS1,POLD1,0.51064694
CDC16,METTL17,0.51235753
ADPRM,PSMD4,0.51945215
CHMP2A,CYB5B,0.5197263
GTF2H1,PMPCB,0.52808857
CEP63,COX16,0.53113586
EMC4,EMC7,0.53176224
NFYC,ZMAT5,0.5405713
EMC1,FDPS,0.54573375
CKAP5,MPHOSPH6,0.5511302
Ltn1,POLE,0.55153215
ATP1A1,LUC7L3,0.5561789
DDX46,PSMD4,0.5567343
AURKA,EMC1,0.5596967
EIF4G1,MCM3AP,0.5658939
MED1,RRM1,0.56715894
MED17,PDSS2,0.5924299
ATP6AP1,SYVN1,0.5959882
TTI2,WDR70,0.6014856
FDPS,RRM1,0.6037508
ICT1,MTOR,0.6062564
MRPL13,SSB,0.6185941
BOD1L1,PRIM2,0.6271097
MRPL36,NUTF2,0.6290068
EMC6,ERH,0.63673234
BTF3,SDHC,0.6397971
ARIH1,ZCCHC9,0.6401065
GTF2H1,RAD51,0.6423327
MED23,POLD1,0.6442774
CDC26,TCOF1,0.6471201
GTF2H4,ICT1,0.6488329
COG3,NOL8,0.654869
SAP18,SLC35A1,0.65886796
MAPKAP1,MRPS27,0.66351604
GTF2H4,TUBGCP4,0.6670333
KCTD10,QARS,0.6672301
CKAP5,FIP1L1,0.67447686
ANAPC13,CDC27,0.67453617
TUBGCP5,XRN2,0.6802267
ACTR10,COPS2,0.68115866
ATP6AP1,GEMIN4,0.6817274
RPL10,TIPIN,0.68356186
MRPL24,TIMELESS,0.68524754
EIF3C,MRPS14,0.6867601
MRPL15,PSMD4,0.6873261
BUB1B,XPO1,0.6875053
MED22,ZNF830,0.6878821
GINS4,MRPL19,0.68878764
RPL32,ZWINT,0.6906607
DCAF7,GFI1B,0.69301915
MFAP1,NDUFB4,0.701458
MTERFD1,PSMD1,0.7034248
NOL8,RPL36A,0.70470124
Ltn1,PMF1,0.70762855
GFI1B,NOL8,0.70778674
ATP6AP1,GTF3C3,0.7107893
CEP63,RPL35,0.71203464
AFG3L2,VPS4A,0.7137699
MCM3AP,MRPL36,0.7148812
COPE,RPL23,0.71614593
FAM98B,SSB,0.7182888
METAP2,WDR70,0.7230717
PNN,PSMD12,0.724927
COX6C,MRPS11,0.7250065
METAP2,SLC39A9,0.7277117
CIT,SCO1,0.7316338
PSMB6,PSPH,0.7344435
PTCD1,TIPIN,0.73900944
SGOL1,USE1,0.7405932
NDUFB1,USE1,0.7423437
SMNDC1,YTHDC1,0.7423541
EMC7,PSMB6,0.7424675
MRPL10,NUDC,0.7510064
EXOSC4,MPHOSPH6,0.75219196
INTS5,LARS,0.7538117
DONSON,MTOR,0.75581795
MED24,PET112,0.7624512
CDK12,MTBP,0.7649226
LARS,NUDC,0.7682813
PSMC1,SKA3,0.77012074
EXOSC4,RPL10,0.7713492
PPWD1,SRSF7,0.7746836
EIF6,PSMD1,0.7748503
NDUFB4,RPL36A,0.7761769
DHODH,MTOR,0.77782726
MED22,VPS72,0.7782245
KIAA1731,PSMC6,0.78411376
PPP2R1A,RFC4,0.7916076
ATP6V1G1,UBA2,0.7937208
ASNA1,CDK12,0.7974193
APOOL,OPA1,0.79905385
SCYL1,TIMM23B,0.80729973
SCYL1,TRPM7,0.8091934
CCDC84,GEMIN2,0.8100988
CHMP2A,PTTG1,0.8121067
EMC4,MAT2A,0.8139182
MED14,TAZ,0.81924015
SCYL1,SNRPG,0.8213477
MED24,NDUFA9,0.82587636
RPL35,RPL36A,0.82680875
MAX,MRPS5,0.82914364
PGK1,XPO1,0.8321246
EMC6,TIMELESS,0.8329124
LUC7L3,TRNAU1AP,0.8358872
MED14,MFAP1,0.83625
SKA3,UBA3,0.84773684
EXOSC9,MED23,0.8563984
ANAPC13,CCNK,0.86234975
DARS,GTF3C3,0.8705701
RFC4,UBA2,0.8731773
MRPS21,PSMC1,0.8743745
EIF3H,EIF4A1,0.8771579
EMC4,PELO,0.8832359
FAM50A,MTPAP,0.8839178
IMPDH2,ZNF574,0.89069676
ATP5J2,PPP2R1A,0.89931077
SFXN1,XPO1,0.9049457
HYPK,MFAP1,0.90563595
ANAPC13,CDC26,0.91816694
PSMC2,TAF2,0.9212074
AATF,MCM3AP,0.9230081
ELP4,MBTPS2,0.9305552
IMPDH2,PPP2R1A,0.9352252
MAPKAP1,MED23,0.93591315
LEO1,POLD3,0.93643457
EIF2B5,USMG5,0.94117737
AARS2,PSMB6,0.94124186
MED14,RPTOR,0.9446462
NEMF,RPL30,0.9545067
CDC73,LEO1,0.9609072
MRPS25,PSMD1,0.9616065
NDUFA8,RPTOR,0.9646206
COX7C,PGK1,0.9662182
FAM208A,RPS28,0.9722059
KCTD10,MRPL46,0.9882063
MTHFD2,RAE1,0.99129844
MRPL46,PSMD1,0.9914167
NAA25,TAF2,0.9961829
FARSA,TRMT5,0.9998214
